title,author,overview,subject
The Other Black Girl (Barnes &amp; Noble Book Club Edition),Zakiya Dalila Harris,"This Barnes & Noble Book Club Edition contains an extra chapter and reading group guide. Named a Most Anticipated Book of 2021 by Time, The Washington Post, Harper’s Bazaar, Entertainment Weekly, Marie Claire, BuzzFeed, Parade, Goodreads, Fortune, and BBC  ​​“Riveting, fearless, and vividly original.” —Emily St. John Mandel, New York Times bestselling author of The Glass Hotel “A thrilling, edgier Devil Wears Prada that explores privilege and racism.” —The Washington Post Urgent, propulsive, and sharp as a knife, The Other Black Girl is an electric debut about the tension that unfurls when two young Black women meet against the starkly white backdrop of New York City book publishing. Twenty-six-year-old editorial assistant Nella Rogers is tired of being the only Black employee at Wagner Books. Fed up with the isolation and microaggressions, she’s thrilled when Harlem-born and bred Hazel starts working in the cubicle beside hers. They’ve only just started comparing natural hair care regimens, though, when a string of uncomfortable events elevates Hazel to Office Darling, and Nella is left in the dust. Then the notes begin to appear on Nella’s desk: LEAVE WAGNER. NOW. It’s hard to believe Hazel is behind these hostile messages. But as Nella starts to spiral and obsess over the sinister forces at play, she soon realizes that there’s a lot more at stake than just her career. A whip-smart and dynamic thriller and sly social commentary that is perfect for anyone who has ever felt manipulated, threatened, or overlooked in the workplace, The Other Black Girl will keep you on the edge of your seat until the very last twist.",Thrillers
Unfinished Business (Ali Reynolds Series #16),J. A. Jance,"In this heart-pounding and sharply written thriller from J.A. Jance, the “grand master of the genre” (The Providence Journal), Ali Reynolds’s personal life is thrown into turmoil just as two men show up on the scene—a former employee of her husband’s who has just been released from prison and a serial killer who sets his sights a little too close to home. Mateo Vega, a one-time employee of Ali Reynold’s husband, B. Simpson, has spent the last sixteen years of his life behind bars. According to the courts, he murdered his girlfriend. But Mateo knows that her real killer is still on the loose, and the first thing he’s going to do when he gets a taste of freedom is track him down.  After being granted parole, a wary Mateo approaches Stu Ramey of High Noon Enterprises for a reference letter for a job application, but to his surprise, Stu gives him one better: He asks him to come on board and work for B. once again. Just as Mateo starts his new job, though, chaos breaks out at High Noon—a deadbeat tenant who is in arrears has just fled, and tech expert Cami Lee has gone missing.  As Ali races to both find a connection between the two disappearances and help Mateo clear his name with the help of PI J.P. Beaumont, tragedy strikes in her personal life, and with lives hanging in the balance, she must thread the needle between good and evil before it’s too late.",Thrillers
Jack of Hearts,Diane Capri,"The next gripping Hunt for Jack Reacher Thriller!""Make some coffee. You'll read all night."" Lee ChildSome things are worth dying for. Rescuing innocents is one of them.FBI Special Agent Kim Otto won't believe Reacher's dead until she sees his body for herself.Which she hasn't.Yet.But if Reacher's not dead, where is he?Seven years ago, in Lee Child's Worth Dying For, Reacher rescued Eleanor Duncan and saved sixteen Thai women from fates much worse than death.Eleanor's tormenters were controlled by a powerful mob boss with a long memory. He wants his property back and will stop at nothing to get it.Now Reacher comes back to save Eleanor Duncan from the mob's terrible vengeance.With innocent lives at stake, Otto and Burke risk their lives to pick up Reacher's trail and race to Las Vegas for an explosive final showdown.Because some things are worth living for.Lee Child Gives Diane Capri Two Thumbs Up!""Full of thrills and tension, but smart and human, too. Kim Otto is a great, great character — I love her."" Lee Child, #1 World Wide Bestselling Author of Jack Reacher Thrillers including Blue Moon and The Sentinel.The Hunt for Jack Reacher series enthralls fans of John Grisham, Lee Child, David Baldacci, Michael Connelly, Karin Slaughter, Lisa Gardner, and more:""Diane writes like the maestro of the jigsaw puzzle. Sit back in your favorite easy chair, pour a glass of crisp white wine, and enter her devilishly clever world."" David Hagberg, New York Times Bestselling Author of Kirk McGarvey Thrillers""Expertise shines on every page."" Margaret Maron, Edgar, Anthony, Agatha and Macavity Award Winning MWA Past President and MWA Grand MasterAward winning New York Times and USA Today Bestselling Author DIANE CAPRI Does It Again in another Blockbuster Hunt for Jack Reacher Series Novel",Thrillers
Bath Haus: A Thriller,P. J. Vernon,"“Stylish, smart, and scary as hell.” —Chris Bohjalian, #1 New York Times bestselling author ""A nightmarish white-knuckler."" —O, The Oprah MagazineOliver Park, a recovering addict from Indiana, finally has everything he ever wanted: sobriety and a loving, wealthy partner in Nathan, a prominent DC trauma surgeon. Despite their difference in age and disparate backgrounds, they've made a perfect life together. With everything to lose, Oliver shouldn't be visiting Haus, a gay bathhouse. But through the entrance he goes, and it's a line crossed. Inside, he follows a man into a private room, and it's the final line. Whatever happens next, Nathan can never know. But then, everything goes wrong, terribly wrong, and Oliver barely escapes with his life.He races home in full-blown terror as the hand-shaped bruise grows dark on his neck. The truth will destroy Nathan and everything they have together, so Oliver does the thing he used to do so well: he lies.What follows is a classic runaway-train narrative, full of the exquisite escalations, edge-of-your-seat thrills, and oh-my-god twists. P. J. Vernon's Bath Haus is a scintillating thriller with an emotional punch, perfect for readers curious for their next must-read novel.",Thrillers
Tom Clancy's Op-Center: The Black Order: A Novel,Jeff Rovin,"In a plot ripped from today's headlines, America’s elite task force must take down a group of ruthless domestic terrorists determined to paralyze the country through extreme acts of violence in this action-packed new thriller in the bestselling Tom Clancy's Op-Center series. They are known as the Black Order. Self-proclaimed patriots and survivalists, they refuse to surrender their values and beliefs to the left-leaning cultural and progressive forces threatening their nation. Military veterans and high-tech specialists, they’ve begun a savage war which includes public assassinations of politicians and celebrities and high-profile bombings, striking without warning or mercy. The Black Order wants nothing less than complete capitulation by the US government, giving them free rein to make their ideologies the law of the land.Only Op-Center’s Black Wasp, a skilled team of military operatives answerable to the President, can defeat these militant revolutionaries. But even as Admiral Chase Williams and his agents force them on the run, the Black Order possesses a weapon of mass destruction that they will not hesitate to unleash against millions of innocent civilians.",Thrillers
Marauder,Clive Cussler,"It's up to Juan Cabrillo and the crew of his ship, the Oregon, to stop a terrorist plot to release a deadly chemical weapon across the globe in the explosive new novel in Clive Cussler's #1 New York Times bestselling series.While interrupting an attack on a Kuwaiti oil tanker, Juan Cabrillo and his team discover something even more dangerous: a ruthless billionaire's dying wish has allowed a paralyzing chemical to end up in the hands of a terrorist group. When an Oregon crew member falls victim to the poison, Juan Cabrillo will stop at nothing to find an antidote before it is too late. He and his team must connect an ancient mystery with a cunning modern enemy in order to save millions of innocent lives, including their own.",Thrillers
The Other Side of the Door: A Novel,Nicci French,"From the internationally bestselling author of The Lying Room, a sexy, intricate thriller about the temptation of secrets, the weight of lies, and the price of betrayal and suspicion.Who is more dangerous? An enemy, a friend, or a lover?When Bonnie Graham arrives at her boyfriend’s apartment in London, she is horrified to discover a dead body in a pool of blood on the floor. But she doesn’t call the police. Bonnie hides the corpse and then carefully wipes away any evidence she was ever there. Bonnie is a music teacher who spent a long, hot summer in London rehearsing with a band to play at a friend’s wedding. It was supposed to be fun, but the band members find the complicated knots of their friendships—some old, some new—unraveling as the days themselves unwind. What was meant to be a summer of happiness, love, and music turns deadly as lovers betray one another, passions turn murderous, and friendship itself becomes a crime. Everyone tells lies. But is anyone prepared to tell the truth to uncover a murderer?",Thrillers
Mexican Gothic,Silvia Moreno-Garcia,"NEW YORK TIMES BESTSELLER • “It’s Lovecraft meets the Brontës in Latin America, and after a slow-burn start Mexican Gothic gets seriously weird.”—The Guardian IN DEVELOPMENT AS A HULU ORIGINAL LIMITED SERIES PRODUCED BY KELLY RIPA AND MARK CONSUELOS • WINNER OF THE LOCUS AWARD •  NOMINATED FOR THE BRAM STOKER AWARD • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The New Yorker • Vanity Fair • NPR • The Washington Post • Tordotcom • Marie Claire • Vox • Mashable • Men’s Health • Library Journal • Book Riot • LibraryReads An isolated mansion. A chillingly charismatic aristocrat. And a brave socialite drawn to expose their treacherous secrets. . . . From the author of Gods of Jade and Shadow comes “a terrifying twist on classic gothic horror” (Kirkus Reviews) set in glamorous 1950s Mexico.After receiving a frantic letter from her newly-wed cousin begging for someone to save her from a mysterious doom, Noemí Taboada heads to High Place, a distant house in the Mexican countryside. She’s not sure what she will find—her cousin’s husband, a handsome Englishman, is a stranger, and Noemí knows little about the region.    Noemí is also an unlikely rescuer: She’s a glamorous debutante, and her chic gowns and perfect red lipstick are more suited for cocktail parties than amateur sleuthing. But she’s also tough and smart, with an indomitable will, and she is not afraid: Not of her cousin’s new husband, who is both menacing and alluring; not of his father, the ancient patriarch who seems to be fascinated by Noemí; and not even of the house itself, which begins to invade Noemi’s dreams with visions of blood and doom. Her only ally in this inhospitable abode is the family’s youngest son. Shy and gentle, he seems to want to help Noemí, but might also be hiding dark knowledge of his family’s past. For there are many secrets behind the walls of High Place. The family’s once colossal wealth and faded mining empire kept them from prying eyes, but as Noemí digs deeper she unearths stories of violence and madness.  And Noemí, mesmerized by the terrifying yet seductive world of High Place, may soon find it impossible to ever leave this enigmatic house behind.“It’s as if a supernatural power compels us to turn the pages of the gripping Mexican Gothic.”—The Washington Post“Mexican Gothic is the perfect summer horror read, and marks Moreno-Garcia with her hypnotic and engaging prose as one of the genre’s most exciting talents.”—Nerdist“A period thriller as rich in suspense as it is in lush ’50s atmosphere.”—Entertainment Weekly",Thrillers
The Family Tree,Steph Mullin,“This thriller keeps the shocks coming right up to the climatic end.” Lisa Gardner,Thrillers
The Evening and the Morning: A Novel,Ken Follett,"#1 New York Times BestsellerAn Amazon Best Book of 2020 The thrilling and addictive prequel to The Pillars of the Earth—set in England at the dawn of a new era: the Middle Ages""Just as transporting as [The Pillars of the Earth] . . . A most welcome addition to the Kingsbridge series."" —The Washington PostIt is 997 CE, the end of the Dark Ages. England is facing attacks from the Welsh in the west and the Vikings in the east. Those in power bend justice according to their will, regardless of ordinary people and often in conflict with the king. Without a clear rule of law, chaos reigns.In these turbulent times, three characters find their lives intertwined. A young boatbuilder's life is turned upside down when his home is raided by Vikings, forcing him and his family to move and start their lives anew in a small hamlet where he does not fit in. . . . A Norman noblewoman marries for love, following her husband across the sea to a new land, but the customs of her husband's homeland are shockingly different, and it soon becomes clear to her that a single misstep could be catastrophic. . . . A monk dreams of transforming his humble abbey into a center of learning that will be admired throughout Europe. And each in turn comes into dangerous conflict with a clever and ruthless bishop who will do anything to increase his wealth and power.Thirty years ago, Ken Follett published his most popular novel, The Pillars of the Earth. Now, Follett's masterful new prequel The Evening and the Morning takes us on an epic journey into a historical past rich with ambition and rivalry, death and birth, love and hate, that will end where The Pillars of the Earth begins.",Thrillers
Hostage,Clare Mackintosh,"""Feels like a blockbuster movie.""—Lisa Jewell, #1 New York Times bestselling author of Then She Was Gone""Mackintosh is a pro...the final scene in the book almost made me sick as I read it. I mean that as a compliment of the highest order.""—The New York TimesYou can save hundreds of lives. Or the one that matters most...From New York Times bestselling author Clare Mackintosh comes a claustrophobic thriller set over 20 hours on-board the inaugural nonstop flight from London to Sydney.Mina is trying to focus on her job as a flight attendant, not the problems with her five-year-old daughter back home, or the fissures in her marriage. But the plane has barely taken off when Mina receives a chilling note from an anonymous passenger, someone intent on ensuring the plane never reaches its destination: ""The following instructions will save your daughter's life...""Someone needs Mina's assistance and knows exactly how to make her comply.When one passenger is killed and then another, Mina knows she must act. But which lives does she save: Her passengers...or her own daughter and husband who are in grave distress back at home?It's twenty hours to landing. A lot can happen in twenty hours.For fans of the locked-room mystery of One by One and the heart-stopping tension The Last Flight, Hostage is an explosively addictive thriller about one flight attendant and the agonizing decision that will change her life—and the lives of everyone on-board—forever.Praise for Hostage:""A banger of a book with a truly agonizing 'what would you do?'""—Ruth Ware, #1 New York Times bestselling author of One by One""Hypnotically good. Should be a hit, could be a classic...""—Lee Child, #1 New York Times bestselling author of the Jack Reacher series""Fiendishly clever.""—Lisa Gardner, #1 New York Times bestselling author of Before She Disappeared""A propulsive read.""—Karin Slaughter, New York Times bestselling author of The Silent Wife""A nail-biter of a thriller.""—Shari Lapena, New York Times bestselling author of The Couple Next Door",Thrillers
Hour of the Witch (Barnes &amp; Noble Book Club Edition),Chris Bohjalian,"This Barnes & Noble Book Club Edition contains a Q+A with the author and a reading group guide. A Read It Forward Most Anticipated Book of 2021A young Puritan woman—faithful, resourceful, but afraid of the demons that dog her soul—plots her escape from a violent marriage in this riveting and propulsive novel of historical suspense from the #1 New York Times bestselling author of The Flight Attendant.Boston, 1662. Mary Deerfield is twenty-four-years-old. Her skin is porcelain, her eyes delft blue, and in England she might have had many suitors. But here in the New World, amid this community of saints, Mary is the second wife of Thomas Deerfield, a man as cruel as he is powerful. When Thomas, prone to drunken rage, drives a three-tined fork into the back of Mary's hand, she resolves that she must divorce him to save her life. But in a world where every neighbor is watching for signs of the devil, a woman like Mary—a woman who harbors secret desires and finds it difficult to tolerate the brazen hypocrisy of so many men in the colony—soon becomes herself the object of suspicion and rumor. When tainted objects are discovered buried in Mary's garden, when a boy she has treated with herbs and simples dies, and when their servant girl runs screaming in fright from her home, Mary must fight to not only escape her marriage, but also the gallows. A twisting, tightly plotted novel of historical suspense from one of our greatest storytellers, Hour of the Witch is a timely and terrifying story of socially sanctioned brutality and the original American witch hunt.",Thrillers
Jackpot (Teddy Fay Series #5),Stuart Woods,"Teddy Fay hedges his bets in the latest thriller from #1 New York Times-bestselling author Stuart Woods.When Peter Barrington and Ben Bachetti come under threat while working at a film festival abroad, Teddy Fay is lured to the glittering city of Macau to resolve the problem. He'll soon come to find that world of posh casinos, luxurious developments, and boundless wealth has a dark underbelly of crime and political intrigue . . . and that the biggest players behind the scenes may be far closer to home than anticipated. With international deals and private vendettas at stake, the villains behind the plot aren't about to let Teddy stand in their way. What they don't know is that this seemingly harmless film producer has more than a few tricks up his sleeve.",Thrillers
Red River Vengeance,William W. Johnstone,"JOHNSTONE COUNTRY. VENGEANCE IS HERE.A good man like Perley Gates knows that when you race with the devil, you'd better cross the finish line first—or you won't finish at all...They rode into town like the Four Horsemen of the Apocalypse. Four armed outlaws bringing their own brand of hell to Paris, Texas. First they rob the First National Bank. Then they take a woman hostage as insurance. When Perley Gates learns that local waitress Becky Morris is in the hands of these tough customers, he rides alone to get her back. Problem is, the outlaws are heading toward the Red River—straight into Indian Territory. That's where the ranch hands draw the line. But Perley won't give up. He manages to rescue the girl, but not before killing the gang's leader. Now he's incurred the wrath of the other three . . .The race is on. Come hell or high water, Perley has to get Becky across the Red River—before three vengeful devils make it flow with their blood . . .",Westerns
Gold Mine Massacre,William W. Johnstone,"For generations, the Jensens have struggled to build their home, their land, and their dreams. But now the family is forced to fight fire with fire, bullet by bullet, blood for blood...For Smoke and his daughter Denny, life on the Sugarloaf Ranch is more valuable than all the gold in the world. Which works out fine, since all the gold mines in Big Rock were squeezed dry years ago. Even so, that won't stop a pair of smooth-talking businessmen from trying to squeeze out a little more. One of them has developed a newfangled method for extracting gold—something called ""hydraulics""—and he's bought up all the old mines to do it. His partner is the son of legendary gunfighter Frank Morgan, and Denny thinks he's awful handsome. Smoke isn't sure what to think of these would-be gold-diggers. Especially when the handsome one triggers a rivalry with Denny's off-and-on beau, a U.S. Deputy. And then the smart one hires a small army of gunfighter to protect his mines from sabotage...The Jensons can smell trouble brewing from a mile away. And when it involves gold, guns, and good love gone bad, it's more than just trouble. It's a massacre waiting to happen...",Westerns
Outlaw Country,William W. Johnstone,"Set in the early days of the Jensen family saga, this gunblazing adventure follows Smoke and Sally from their first year of marriage to the founding of the legendary Sugarloaf Ranch...For most couples, the marriage vows end with ""'Til death do us part."" But when Smoke Jensen takes Sally Reynolds as his lawfully wedded wife, it's just the beginning. The tragic deaths of Smoke's first wife and child weigh heavily on his heart. Thankfully, Sally is there to give him the support he needs when they return to Colorado, where it all happened. She's ready to embrace her husband's past—for better or worse—and to welcome his friend Preacher into the family. But when outlaws make an attempt to kidnap a local girl, Sally is forced to use the gun skills she had learned from Smoke to save both of their lives, learning the hard way what it means to be married to a Jensen...",Westerns
Savage Sunday,William W. Johnstone,"Johnstone Country. Shoot Straight or Die. Scottish cattleman Duff MacCallister staked a claim for his life in America—and reserves a righteous anger for those who break the law in this smoking six-gun shootout from national bestselling authors William W. and J.A. Johnstone... Thanks to a new line, the railroad has come to Chugwater, Wyoming, bridging the gap between the small town and the larger city of Cheyenne. Now Duff MacCallister can transport his black angus cattle herd with ease by iron horse instead of enduring a two-day trail drive. But the day after depositing the cash in his Cheyenne account, Duff learns that bank president Joel Prescott embezzled every cent—totalling tens of thousands of dollars—and then guilt-ridden, committed suicide. Joel wasn’t just Duff’s banker, but also his longtime friend. Joel’s widow doesn’t believe her husband was a thief or that he killed himself. Duff agrees. And after getting an appointment as a territorial marshal, he’s aiming his barrel at putting every double-crossing lawman, red-handed outlaw, and corrupt businessman he can rustle up behind bars—or six feet under...",Westerns
"Go West, Young Man: A Riveting Western Novel of the American Frontier",William W. Johnstone,"Join an epic cross-country journey that will have you on the edge of your seat, as two families head West and confront the hardships and triumph only those brave enough to face an untamed land could overcome, in this riveting saga from the legendary bestselling author…   Missouri, 1860. Rumors of war between the North and South are spreading across the land. In rural Green County, many of the farmers are already choosing sides. But not John Zachary. His loyalties lie with his family first—and his heart is telling him to go west. Hoping to build a new life in the fertile valleys of Oregon, he convinces his best friend, Emmett Braxton, to pack up their families and join him on a wagon train across the Oregon Trail. The journey will be long and hard. The physical hardships and grueling mental challenges will bring out the best in some—and the worst in others. But with the guidance of an experienced wagon master and scout, they are determined to reach their destiny, no matter how high the cost . . .   Twenty-seven wagons. Twenty-seven different hopes and dreams. This sprawling epic novel from a master storyteller captures the beauty and danger of the American West—and the pioneer spirit of those who tamed it . . .",Westerns
The Thousand Crimes of Ming Tsu,Tom Lin,"A New York Times Book Review Editors’ ChoiceAn astounding debut that reimagines the classic Western through the eyes of a Chinese American assassin on a quest to rescue his kidnapped wife and exact his revenge on her abductors, and “declares the arrival of an astonishing new voice” (Jonathan Lethem).Orphaned young, Ming Tsu, the son of Chinese immigrants, is raised by the notorious leader of a California crime syndicate, who trains him to be his deadly enforcer. But when Ming falls in love with Ada, the daughter of a powerful railroad magnate, and the two elope, he seizes the opportunity to escape to a different life. Soon after, in a violent raid, the tycoon’s henchmen kidnap Ada and conscript Ming into service for the Central Pacific Railroad. Battered, heartbroken, and yet defiant, Ming partners with a blind clairvoyant known only as the prophet. Together the two set out to rescue his wife and to exact revenge on the men who destroyed Ming, aided by a troupe of magic-show performers, some with supernatural powers, whom they meet on the journey. Ming blazes his way across the West, settling old scores with a single-minded devotion that culminates in an explosive and unexpected finale.Written with the violent ardor of Cormac McCarthy and the otherworldly inventiveness of Ted Chiang, The Thousand Crimes of Ming Tsu is at once a thriller, a romance, and a story of one man’s quest for redemption in the face of a distinctly American brutality.""In Tom Lin’s novel, the atmosphere of Cormac McCarthy’s West, or that of the Coen Brothers’ True Grit, gives way to the phantasmagorical shades of Ray Bradbury, Charles Finney’s The Circus of Dr. Lao, and Katherine Dunn’s Geek Love. Yet The Thousand Crimes of Ming Tsu has a velocity and perspective all its own, and is a fierce new version of the Westward Dream."" —Jonathan Lethem, author of Motherless Brooklyn",Westerns
Ridgeline,Michael Punke,"The thrilling, long-awaited return of the #1 New York Times bestselling author of The Revenant In 1866, with the country barely recovered from the Civil War, new war breaks out on the western frontier—a clash of cultures between the Native tribes who have lived on the land for centuries and a young, ambitious nation. Colonel Henry Carrington arrives in Wyoming’s Powder River Valley to lead the US Army in defending the opening of a new road for gold miners and settlers. Carrington intends to build a fort in the middle of critical hunting grounds, the home of the Lakota. Red Cloud, one of the Lakota’s most respected chiefs, and Crazy Horse, a young but visionary warrior, understand full well the implications of this invasion. For the Lakota, the stakes are their home, their culture, their lives.As fall bleeds into winter, Crazy Horse leads a small war party that confronts Colonel Carrington’s soldiers with near constant attacks. Red Cloud, meanwhile, wants to build the tribal alliances that he knows will be necessary to defeat the soldiers. Colonel Carrington seeks to hold together a US Army beset with internal discord. Carrington’s officers are skeptical of their commander’s strategy, none more so than Lieutenant George Washington Grummond, who longs to fight a foe he dismisses as inferior in all ways. The rank-and-file soldiers, meanwhile, are still divided by the residue of civil war, and tempted to desertion by the nearby goldfields. Throughout this taut saga—based on real people and events—Michael Punke brings the same immersive, vivid storytelling and historical insight that made his breakthrough debut so memorable. As Ridgeline builds to its epic conclusion, it grapples with essential questions of conquest and justice that still echo today.",Westerns
A Price on a Gunsmith's Head,J. R. Roberts,"It is not unusual for an attempt to be made on the Gunsmith's life, so when someone tries to ambush him he's not all that surprised. But when it happens again, and he discovers that someone has put a price on his head, he must discover who and why? A woman from his past? Or a relative of a man he killed? He follows a trail left by the ""unofficial"" wanted poster he finds, and must dodge a barrage of bullets on his way to discovering who put the price on the Gunsmith's head.",Westerns
Ralph Compton the Outlaw Hunters,D. B. Pulliam,"In this rousing new Ralph Compton Western, a young man must learn to lead if his companions are to face a band of outlaws—and survive.Back home in California after a failed attempt to strike it rich in the silver mines of Colorado, the last thing Eugene Castor wants is to be recruited to join a manhunt. But Castor finds it impossible to turn down his father's old friend, Marshal Arthur Adams. Besides, the reward is sizeable. Not only did a band of outlaws rob Old Man Herbert, the richest man in town, but they kidnapped his new wife, too!   The posse is a volatile mix that includes Herbert's hot-tempered son, the family's cold-eyed hired gun, a crack shot rancher with no time for a loser like Castor, and Geneva Harriot, the town's controversial lady doctor. Out on the trail of the fugitives, the group encounters a traveling medicine show, a band of rowdy prospectors, and a whole passel of bloody trouble.    As they race to catch up to the outlaws, Castor starts to realize things may not be what they seem. After his previous failures, will he be able to trust himself enough to get to the bottom of what really happened?",Westerns
The Empty Land (Louis L'Amour's Lost Treasures): A Novel,Louis L'Amour,"As part of the Louis L’Amour’s Lost Treasures series, this edition contains exclusive bonus materials!For thousands of years the lonely canyon knew only wind and rain, wild animals, and an occasional native hunter. Then a trapper found a chunk of gold, and everything changed overnight.In six days a town called Confusion appeared . . . and on the seventh it could disappear, consumed by the flames of lawlessness and violence. On one side are those who understand only brute force. On the other are men who want law and order but are ready to use a noose to achieve their ends. Between them stand Matt Coburn and Dick Felton: one a hardened realist, the other an idealist trying to dig a fortune from the muddy hillside. Outnumbered and outgunned, Felton and Coburn can’t afford to be outmaneuvered. For as the two unlikely allies confront corruption, betrayal, and murder in an attempt to tame a town where the discovery of gold can mean either the fortune of a lifetime or a sentence of death, they realize that any move could be their last. Louis L’Amour’s Lost Treasures is a project created to release some of the author’s more unconventional manuscripts from the family archives.In Louis L’Amour’s Lost Treasures: Volume 1 and Louis L’Amour’s Lost Treasures: Volume 2,  Beau L’Amour takes the reader on a guided tour through many of the finished and unfinished short stories, novels, and treatments that his father was never able to publish during his lifetime. L’Amour’s never-before-seen first novel, No Traveller Returns, faithfully completed for this program, is a voyage into danger and violence on the high seas.  Additionally, many beloved classics will be rereleased with an exclusive Lost Treasures postscript featuring previously unpublished material, including outlines, plot notes, and alternate drafts. These postscripts tell the story behind the stories that millions of readers have come to know and cherish.",Westerns
The Tall Texan,J. R. Roberts,"An outlaw is cutting a legendary swath throughout the Southwest, having robbed banks, stagecoaches, and trains, without anyone ever hearing his name. The only way he is ever recognized is by his freakish height of more than six-and-a-half feet. For this reason he's known as ""The Tall Texan,"" since most of his early jobs took place in Texas. Lawmen from all over the Southwest have failed in their attempts to find him. When the Pinkertons are hired, they decided it will take a legend to catch a legend, so they recruit the only man they think can do the job—The Gunsmith!",Westerns
Ralph Compton the Too-Late Trail,Matthew P. Mayo,"A rancher discovers just how many times a man's luck can hold out in this thrilling novel in the bestselling Trail Drive Series After struggling for years to work a raw-patch ranch in the arid flatlands of Texas, young Mitchell Newland learns that his herd of scrubby range cattle will fetch ten times their local price if they're driven to Montana.  He strikes a one-sided deal with the devil, neighboring rancher Corliss Bilks, to back his play with cattle, men, and horses. The trail brims with hellish hardship: prairie fire, stampede, flooded rivers, hailstorms, rattlers, sickness, long, broiling days and frigid nights.  Halfway to Montana, range pirates and a rogue Apache war party close in. Mitch and the boys fight, grim and helpless, watching as their herd is driven westward in a cloud of dust and cackling laughter.  Cut down to two bloodied men, Mitch collapses, far too late, and admits the old man has won the bet. But salvation in the form of a Basque sheepherder revives Mitch and his pal, Drover Joe, and Mitch realizes he isn't done. Not by a long shot. And now he has nothing to lose.",Westerns
Hell's Riders,Ralph Cotton,"In his years as an Arizona Ranger, Sam Burrack believes he has seen every act of cruelty and brutality one man can bestow upon another. but nothing has prepared him for the butchery perpetrated by a gang of scalp hunters in the settlement of Clifton Wells. Although on assignment escorting a prisoner, Sam will not allow the local law to pursue the killers without his assistance.Sheriff Boyd Tackett is more than willing to accept Sam's help because he has compelling personal reasons to see the culprits caught. With no idea of how many foes they're facing, the lawmen must learn to stick  together—and trust each other—if they expect to bring these men to justice ...",Westerns
Gunsmith for Sale,J. R. Roberts,"The Gunsmith has acquired many investments over the year, which enable him to ride the trail freely without worrying about money, and his various ""partners"" deposit his share into a bank account, which he can access from anywhere in the country. However, one day he enters a bank is Westfield, Kansas, and is told that his account has one dollar in it. Clint must now embark on a trek from investment to investment to find out what happened to his holdings, along the way having to take off jobs to finance his investigation. If someone has stolen all his money, he is going to find out who, and why.",Westerns
Nursing A Broken Heart Complete BOXSET : Western Romance,Molly Maco,"Dean left everything he knew behind, the day he buried his wife and daughter due to his law enforcement career...The pain of losing his family is still too much guilt for him to bear but something even more unexpected is about to happen...After years in a bottle, and living a life he once thought was only for losers, he is now one of them until a rancher befriended him, giving him a job and purpose once again.Now, as the lead man on a massive Colorado ranch, he lives a quiet, ordinary existence still trying to silence the ghosts of the past. When his employer starts to exhibit failing health and requires surgery, the nurse hired to help will shake up everything. Is there hope that his damaged heart might actually start to beat once again after all these years?Lexi is smart, sassy, and determined to be the best nurse, having finally fished her degree. She was the primary caregiver during her mother's extended terminal illness and is looking for a new change. Moving halfway across the country for a six-month contract, she is hoping to pay down student loans with a huge salary, as well as catch her breath for whatever comes next. She had not expected to find a broken, gorgeous ex-police officer in charge of the ranch. The attraction is nearly instant for her, but the guarded man doesn't seem like he wants anything to do with her. Soon she is relishing her days working with rehabbing Rex, despite his predilection for pigs and other farm animals.Does this contract have any chance of becoming more than temporary? She sure is beginning to hope that turns out to be the case. A great read for lovers of westerns, cowboy romance, historical western romance, sweet contemporary romance, sweet and wholesome romance.",Westerns
High Country Justice,Nik James,"Fans of William Johnstone will love this unique and riveting historical western series. A perfect gift for birthdays and holidays for the men in your life.It will take all this lone frontiersman's skills to save his only friend from murderous outlaws.Caleb Marlowe carved out his own legend as a frontier scout and lawman before arriving in the Colorado boomtown of Elkhorn. Famous for a lightning-quick draw and nerves of steel, he is mysterious, guarded, and unpredictable. Now, he wants to leave the past behind. But the past has a way of dogging a man...When Doc Burnett, Caleb's only friend in town, goes missing, his daughter Sheila comes seeking Caleb's help. Newly arrived from the East, she hotly condemns the bloody frontier justice of the rifle and the six-gun. But this is outlaw country.Murderous road agents have Doc trapped in their mountain hideaway. To free Doc, Marlowe tracks his kidnappers through wild, uncharted territory, battling animals and bushwhackers. But when Sheila is captured by the ruthless gunhawks with a score to settle, Marlowe will have to take them down one by one, until no outlaw remains standing.",Westerns
The Ghost Rifle: A Novel of America's Last Frontier,Max McCoy,"Three-time Spur Award winner Max McCoy combines fast-paced action, frontier history, and powerful family drama in this epic saga of life, love, and death in the American west.SEARCHING FOR A GHOST, A LEGEND, AND A DREAM . . .Descended from a long line of ramblers and rogues, Jack Picaro came to America to seek his fortune. But after killing his best friend in a drunken duel, the apprentice gunsmith flees westward, behind children he does not know, Gus and April. As Jack ventures up the Missouri River, he finds an unspoiled land where a man can live free—and also be attacked by an Arikara war party. His rifle stolen in the bloody skirmish, Jack sets out alone to reclaim it. His wild escapade ends in a fight to the death with a legendary Crow warrior named Standing Wolf. So begins a fateful epic search across the last frontiers of the untamed West. From the muddy banks of the Mississippi to the shining peaks of the Rockies, Jack Picaro will leave a trail of clues for an abandoned son, Gus, to find him: a famous gunsmith who will make history with a weapon of his own design—and forged a legend that would be passed down for generations. This is the story of . . .THE GHOST RIFLE",Westerns
