,title,author,overview,genre
1343,The Greatest Salesman in the World,Og Mandino,"The runaway bestseller with more than four million copies in print! You too can change your life with the priceless wisdom of ten ancient scrolls handed down for thousands of years.“Every sales manager should read The Greatest Salesman in the World. It is a book to keep at the bedside, or on the living room table—a book to dip into as needed, to browse in now and then, to enjoy in small stimulating portions. It is a book for the hours and for the years, a book to turn to over and over again, as to a friend, a book of moral, spiritual and ethical guidance, an unfailing source of comfort and inspiration.”—Lester J. Bradshaw, Jr., Former Dean, Dale Carnegie Institute of Effective Speaking & Human Relations“I have read almost every book that has ever been written on salesmanship, but I think Og Mandino has captured all of them in The Greatest Salesman in the World. No one who follows these principles will ever fail as a salesman, and no one will ever be truly great without them; but, the author has done more than present the principles—he has woven them into the fabric of one of the most fascinating stories I have ever read.”—Paul J. Meyer, President of Success Motivation Institute, Inc.“I was overwhelmed by The Greatest Salesman in the World. It is, without doubt, the greatest and the most touching story I have ever read. It is so good that there are two musts that I would attach to it: First, you must not lay it down until you have finished it; and secondly, every individual who sells anything, and that includes us all, must read it.”—Robert B. Hensley, President, Life Insurance Co. of Kentucky",Self-Help & Relationships
1344,"Feeding the Soul (Because It's My Business): Finding Our Way to Joy, Love, and Freedom (Signed Book)",Tabitha Brown,"You are seen, you are loved, and you are heard!Before Tabitha Brown was one of the most popular personalities in the world, sharing her delicious vegan home cooking and compassionate wisdom with millions of followers across social media, she was an aspiring actress who in 2016 began struggling with undiagnosed chronic autoimmune pain. Her condition made her believe she wouldn’t live to see forty—until she started listening to what her soul and her body truly needed. Now, in this life-changing book, Tabitha shares the wisdom she gained from her own journey, showing readers how to make a life for themselves that is rooted in nonjudgmental kindness and love, both for themselves and for others.Tabitha grounds her lessons in stories about her own life, career, faith, and family in this funny, down-to-earth book, built around the catchphrases that her fans know and love, including:Hello There!: Why hope, joy, and clarity are so very neededThat’s Your Business: Defining yourself, and being okay with thatHave the Most Amazing Day . . . : Choosing joy and living with intentionBut Don’t Go Messin’ Up No One Else’s: Learning to walk in kindness even when the world doesn’t feel kindLike So, Like That: Living life without measurementVery Good: Living in peace and creating good from the badRich with personal stories and inspirational quotes, and sprinkled with a few easy vegan recipes, Feeding the Soul is a book to share—and to return to when you want to feel seen, loved, and heard.",Self-Help & Relationships
1345,Permission to Feel: The Power of Emotional Intelligence to Achieve Well-Being and Success,Marc Brackett Ph.D.,"The mental well-being of children and adults is shockingly poor. Marc Brackett, author of Permission to Feel, knows why. And he knows what we can do. ""We have a crisis on our hands, and its victims are our children.""Marc Brackett is a professor in Yale University’s Child Study Center and founding director of the Yale Center for Emotional Intelligence. In his 25 years as an emotion scientist, he has developed a remarkably effective plan to improve the lives of children and adults – a blueprint for understanding our emotions and using them wisely so that they help, rather than hinder, our success and well-being. The core of his approach is a legacy from his childhood, from an astute uncle who gave him permission to feel. He was the first adult who managed to see Marc, listen to him, and recognize the suffering, bullying, and abuse he’d endured. And that was the beginning of Marc’s awareness that what he was going through was temporary. He wasn’t alone, he wasn’t stuck on a timeline, and he wasn’t “wrong” to feel scared, isolated, and angry. Now, best of all, he could do something about it.In the decades since, Marc has led large research teams and raised tens of millions of dollars to investigate the roots of emotional well-being. His prescription for healthy children (and their parents, teachers, and schools) is a system called RULER, a high-impact and fast-effect approach to understanding and mastering emotions that has already transformed the thousands of schools that have adopted it. RULER has been proven to reduce stress and burnout, improve school climate, and enhance academic achievement. This book is the culmination of Marc’s development of RULER and his way to share the strategies and skills with readers around the world. It is tested, and it works.This book combines rigor, science, passion and inspiration in equal parts. Too many children and adults are suffering; they are ashamed of their feelings and emotionally unskilled, but they don’t have to be. Marc Brackett’s life mission is to reverse this course, and this book can show you how.",Self-Help & Relationships
1346,"23 Minutes in Hell: One Man's Story about What He Saw, Heard, and Felt in That Place of Torment",Bill Wiese,"New York Times Best Seller and Over 1 million copies sold! Over 750 5-Star reviewsWiese’s visit to the devil’s lair lasted just twenty-three minutes, but he returned with vivid details etched in his memory, capturing the attention of national media, including the Christian Broadcasting Network, Daystar Television Network, Trinity Broadcasting Network, the Miracle Channel, Sid Roth’s It’s Supernatural!, Sean Hannity’s America, Charisma News, and many others.  Bill Wiese experienced something so horrifying it continues to captivate the world. He saw the searing flames of hell, felt total isolation, smelled the putrid and rotting stench, heard deafening screams of agony, and experienced terrorizing demons. Finally the strong hand of God lifted him out of the pit. Now Wiese shares his insights on commonly asked questions such as:Is hell a literal burning place?Where is hell?Do you have a body in hell?Are there degrees of punishment in hell?Are there children in hell?Can demons torment people in hell?Can “good” people go to hell?",Self-Help & Relationships
1347,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,"Think and Grow Rich has been called the ""Granddaddy of All Motivational Literature."" It was the first book to boldly ask, ""What makes a winner?"" The man who asked and listened for the answer, Napoleon Hill, is now counted in the top ranks of the world's winners himself.The most famous of all teachers of success spent ""a fortune and the better part of a lifetime of effort"" to produce the ""Law of Success"" philosophy that forms the basis of his books and that is so powerfully summarized in this one.In the original Think and Grow Rich, published in 1937, Hill draws on stories of Andrew Carnegie, Thomas Edison, Henry Ford, and other millionaires of his generation to illustrate his principles. In the updated version, Arthur R. Pell, Ph.D., a nationally known author, lecturer, and consultant in human resources management and an expert in applying Hill's thought, deftly interweaves anecdotes of how contemporary millionaires and billionaires, such as Bill Gates, Mary Kay Ash, Dave Thomas, and Sir John Templeton, achieved their wealth. Outmoded or arcane terminology and examples are faithfully refreshed to preclude any stumbling blocks to a new generation of readers.",Self-Help & Relationships
1348,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson PsyD,"If you grew up with an emotionally immature, unavailable, or selfish parent, you may have lingering feelings of anger, loneliness, betrayal, or abandonment. You may recall your childhood as a time when your emotional needs were not met, when your feelings were dismissed, or when you took on adult levels of responsibility in an effort to compensate for your parent’s behavior. These wounds can be healed, and you can move forward in your life.In this breakthrough book, clinical psychologist Lindsay Gibson exposes the destructive nature of parents who are emotionally immature or unavailable. You will see how these parents create a sense of neglect, and discover ways to heal from the pain and confusion caused by your childhood. By freeing yourself from your parents’ emotional immaturity, you can recover your true nature, control how you react to them, and avoid disappointment. Finally, you’ll learn how to create positive, new relationships so you can build a better life.Discover the four types of difficult parents:The emotional parent instills feelings of instability and anxietyThe driven parent stays busy trying to perfect everything and everyoneThe passive parent avoids dealing with anything upsettingThe rejecting parent is withdrawn, dismissive, and derogatory",Self-Help & Relationships
1349,"Thinking, Fast and Slow",Daniel Kahneman,"Major New York Times bestsellerOver two million copies soldSelected by the New York Times Book Review as one of the ten best books of 2011Selected by The Wall Street Journal as one of the best nonfiction books of 20112013 Presidential Medal of Freedom RecipientDaniel Kahneman's work with Amos Tversky is the subject of Michael Lewis's best-selling The Undoing Project: A Friendship That Changed Our MindsIn his mega bestseller, Thinking, Fast and Slow, Daniel Kahneman, world-famous psychologist and winner of the Nobel Prize in Economics, takes us on a groundbreaking tour of the mind and explains the two systems that drive the way we think. System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. The impact of overconfidence on corporate strategies, the difficulties of predicting what will make us happy in the future, the profound effect of cognitive biases on everything from playing the stock market to planning our next vacation—each of these can be understood only by knowing how the two systems shape our judgments and decisions.Engaging the reader in a lively conversation about how we think, Kahneman reveals where we can and cannot trust our intuitions and how we can tap into the benefits of slow thinking. He offers practical and enlightening insights into how choices are made in both our business and our personal lives—and how we can use different techniques to guard against the mental glitches that often get us into trouble. Topping bestseller lists for almost ten years, Thinking, Fast and Slow is a contemporary classic, an essential book that has changed the lives of millions of readers.",Self-Help & Relationships
1350,The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,"Over 500,000 SoldForeword INDIES 2016 Book of the Year Awards FinalistMissio Alliance Essential Reading List of 2016Ignorance is bliss—except in self-awareness. What you don't know about yourself can hurt you and your relationships—and even keep you in the shallows with God. Do you want help figuring out who you are and why you're stuck in the same ruts?  The Enneagram is an ancient personality typing system with an uncanny accuracy in describing how human beings are wired, both positively and negatively. In The Road Back to You Ian Morgan Cron and Suzanne Stabile forge a unique approach—a practical, comprehensive way of accessing Enneagram wisdom and exploring its connections with Christian spirituality for a deeper knowledge of ourselves, compassion for others, and love for God.  Witty and filled with stories, this book allows you to peek inside each of the nine Enneagram types, keeping you turning the pages long after you have read the chapter about your own number. Not only will you learn more about yourself, but you will also start to see the world through other people's eyes, understanding how and why people think, feel, and act the way they do.  Beginning with changes you can start making today, the wisdom of the Enneagram can help take you further along into who you really are—leading you into places of spiritual discovery you would never have found on your own, and paving the way to the wiser, more compassionate person you want to become.",Self-Help & Relationships
1351,Come As You Are: Revised and Updated: The Surprising New Science That Will Transform Your Sex Life,Emily Nagoski Ph.D.,"A revised and updated edition of Emily Nagoski’s game-changing New York Times bestseller Come As You Are, featuring new information and research on mindfulness, desire, and pleasure that will radically transform your sex life.For much of the 20th and 21st centuries, women’s sexuality was an uncharted territory in science, studied far less frequently—and far less seriously—than its male counterpart. That is, until Emily Nagoski’s Come As You Are, which used groundbreaking science and research to prove that the most important factor in creating and sustaining a sex life filled with confidence and joy is not what the parts are or how they’re organized but how you feel about them. In the years since the book’s initial publication, countless women have learned through Nagoski’s accessible and informative guide that things like stress, mood, trust, and body image are not peripheral factors in a woman’s sexual wellbeing; they are central to it—and that even if you don’t always feel like it, you are already sexually whole by just being yourself. This revised and updated edition continues that mission with new information and advanced research, demystifying and decoding the science of sex so that everyone can create a better sex life and discover more pleasure than you ever thought possible.",Self-Help & Relationships
1352,Healing After Loss: Daily Meditations for Working Through Grief,Martha W. Hickman,"The classic guide for dealing with grief and lossFor those who have suffered the loss of a loved one, here are thoughtful words to strengthen, inspire and comfort.",Self-Help & Relationships
1353,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,"Brené Brown’s game-changing New York Times bestseller, The Gifts of Imperfection, has sold more than 2 million copies in more than 30 different languages and is celebrating its 10th Anniversary in print. Forbes magazine named Gifts one of the ""Five Books That Will Actually Change Your Outlook On Life."" Through this self-help classic we find courage to overcome paralyzing fear and self-consciousness, strengthening our connection to the world and helping us to believe we are worthy of self-discovery, personal growth, and boundless love.A motivational and inspiring guide to wholehearted living, rather than just the average self-help book, with this groundbreaking work Brené Brown, Ph.D., bolsters the self-esteem and personal development process through her characteristic heartfelt, honest storytelling. With original research and plenty of encouragement, she explores the psychology of releasing our definitions of an “imperfect” life and embracing living authentically. Brown’s “ten guideposts” are benchmarks for authenticity that can help anyone establish a practice for a life of honest beauty—a perfectly imperfect life.  Now more than ever, we all need to cultivate feelings of self-worth, as well as acceptance and love for ourselves. In a world where insults, criticisms, and fears are spread too generously alongside messages of unrealistic beauty, attainment, and expectation, we look for ways to “dig deep” and find truth and gratitude in our lives. A new way forward means we can’t hold on too tightly to our own self-defeating thoughts or the displaced pain in our world. Instead, we can embrace the imperfection.",Self-Help & Relationships
1354,Crucial Conversations: Tools for Talking When Stakes Are High / Edition 2,Kerry Patterson,"The New York Times and Washington Post bestseller that changed the way millions communicate “[Crucial Conversations] draws our attention to those defining moments that literally shape our lives, our relationships, and our world. . . . This book deserves to take its place as one of the key thought leadership contributions of our time.”—from the Foreword by Stephen R. Covey, author of The 7 Habits of Highly Effective People“The quality of your life comes out of the quality of your dialogues and conversations. Here’s how to instantly uplift your crucial conversations.”—Mark Victor Hansen, cocreator of the #1 New York Times bestselling series Chicken Soup for the Soul® The first edition of Crucial Conversations exploded onto the scene and revolutionized the way millions of people communicate when stakes are high. This new edition gives you the tools to: Prepare for high-stakes situations Transform anger and hurt feelings into powerful dialogue Make it safe to talk about almost anything Be persuasive, not abrasive",Self-Help & Relationships
1355,Outliers: The Story of Success,Malcolm  Gladwell,"From the bestselling author of The Bomber Mafia, learn what sets high achievers apart—from Bill Gates to the Beatles—in this seminal work from ""a singular talent"" (New York Times Book Review). In this stunning book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""—the best and the brightest, the most famous and the most successful. He asks the question: what makes high-achievers different?His answer is that we pay too much attention to what successful people are like, and too little attention to where they are from: that is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires, what it takes to be a great soccer player, why Asians are good at math, and what made the Beatles the greatest rock band.Brilliant and entertaining, Outliers is a landmark work that will simultaneously delight and illuminate.",Self-Help & Relationships
1356,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",Oprah Winfrey,"#1 NEW YORK TIMES BESTSELLEROur earliest experiences shape our lives far down the road, and What Happened to You? provides powerful scientific and emotional insights into the behavioral patterns so many of us struggle to understand.“Through this lens we can build a renewed sense of personal self-worth and ultimately recalibrate our responses to circumstances, situations, and relationships. It is, in other words, the key to reshaping our very lives.”—Oprah WinfreyThis book is going to change the way you see your life.Have you ever wondered ""Why did I do that?"" or ""Why can't I just control my behavior?"" Others may judge our reactions and think, ""What's wrong with that person?"" When questioning our emotions, it's easy to place the blame on ourselves; holding ourselves and those around us to an impossible standard. It's time we started asking a different question.Through deeply personal conversations, Oprah Winfrey and renowned brain and trauma expert Dr. Bruce Perry offer a groundbreaking and profound shift from asking “What’s wrong with you?” to “What happened to you?” Here, Winfrey shares stories from her own past, understanding through experience the vulnerability that comes from facing trauma and adversity at a young age. In conversation throughout the book, she and Dr. Perry focus on understanding people, behavior, and ourselves. It’s a subtle but profound shift in our approach to trauma, and it’s one that allows us to understand our pasts in order to clear a path to our future—opening the door to resilience and healing in a proven, powerful way.",Self-Help & Relationships
1357,Believe IT: How to Go from Underestimated to Unstoppable,Jamie Kern Lima,"#1 WALL STREET JOURNAL BESTSELLER • NEW YORK TIMES BESTSELLER • USA TODAY BESTSELLER  ARE YOU READY TO BELIEVE IN YOU?  “Game-changing. Authentic. A must-read for every woman! Jamie is the real deal—and that’s rare.” —Glennon Doyle, #1 New York Times bestselling author of Untamed  “Raw. Real. Powerful. Filled with vulnerability and grit. This book will inspire you to believe in your own power. It’s a book every woman needs!” —Sara Blakely, Founder SpanxImagine overcoming the things holding you back, breaking through the barrier of self-doubt and fully becoming the person YOU were BORN TO BE!  In Believe IT, Jamie Kern Lima, founder of IT Cosmetics, shares the wild but true story of how a once struggling waitress turned her against-the-grain idea into an international bestselling sensation, eventually selling the company for over a billion dollars and becoming the first female CEO of a brand in L’Oréal’s 100+ year history. Faced with self-doubt, body-doubt, God-doubt, down to her last few dollars and told “No one is going to buy makeup from someone who has your body,” Jamie reveals for the first time what really went down, how she almost didn’t make it, how she learned to trust herself, and the powerful lessons you, too, can use to go from underestimated to unstoppable.  With radical vulnerability and honesty, Jamie takes you on a journey through deeply personal stories of heartbreak and resilience—including accidentally finding out she was adopted when she was in her twenties and the reverberations this has had on all aspects of her life. Jamie also pulls back the curtain on her fight to change the beauty industry’s use of unrealistic images, on behalf of all the little girls who are about to start doubting themselves, and all of the grown women who still do. Spellbinding, riveting, with raw vulnerability and down-to-earth warmth, Believe IT shakes your soul and shows you that you, too, have what it takes to believe in yourself, trust yourself, and go from doubting you’re enough to knowing you’re enough! Do you have big goals, hopes, and dreams but let rejection get in the way? Do you struggle with feeling like you’re not enough and like success is something that happens to other people, but have a hard time believing it’s possible for you? Do you let past mistakes and failures hold you back? Do you know deep down inside that you were created for more, but somehow still doubt yourself?  In Believe IT you’ll discover how to... -Overcome self-doubt -Gain the courage to take risks, an empower yourself and others -Tune into and trust your own intuition -Let go of your mistakes and insecurities -Turn down the volume on your inner critic -Handle the rejection, the haters, and the mean girls -Boost your confidence -Start your dream (and keep going!) -And much more...  ​If you’ve ever doubted yourself or felt truly underestimated, this book will inspire a new kind of belief and confidence in you and your dreams!",Self-Help & Relationships
1358,Decoding Greatness: How the Best in the World Reverse Engineer Success,Ron Friedman,"NATIONAL BESTSELLER For readers of Atomic Habits, Deep Work, and Peak comes a game-changing approach to mastering new skills and succeeding faster.For generations, we’ve been taught there are two ways to succeed—either from talent or practice. In Decoding Greatness, award-winning social psychologist Ron Friedman illuminates a powerful third path—one that has quietly launched icons in a wide range of fields, from artists, writers, and chefs, to athletes, inventors, and entrepreneurs: reverse engineering. To reverse engineer is to look beyond what is evident on the surface and find a hidden structure. It’s the ability to taste an intoxicating dish and deduce its recipe, to listen to a beautiful song and discern its chord progression, to watch a horror film and grasp its narrative arc.  Using eye-opening examples of top performers—from Agatha Christie to Andy Warhol, Barack Obama to Serena Williams—and groundbreaking research on pattern recognition, skill acquisition, and creative genius, Friedman reveals the staggering power of reverse engineering and teaches you how to harness this vital skill for yourself. You’ll learn how to take apart models you admire, pinpoint precisely what makes them work, and apply that knowledge to develop novel ideas, methods, and products that are uniquely your own. Along the way, you’ll meet the culinary detective who exposes top-secret recipes, the burglar who can visit a bank and recreate its blueprints, and the celebrated artist who reverse engineered his way to the top of his profession without any formal education. You don’t have to be a genius to achieve greatness, but you do need a method for getting there. Bursting with unforgettable stories and actionable strategies, Decoding Greatness is an indispensable guide to learning from the best, improving your skills, and sparking breakthrough ideas.",Self-Help & Relationships
1359,Think Again: The Power of Knowing What You Don't Know (Signed Book),Adam Grant,"""Think Again is a must-read for anyone who wants to create a culture of learning and exploration, whether at home, at work, or at school... In an increasingly divided world, the lessons in this book are more important than ever."" —Bill and Melinda GatesThe bestselling author of Give and Take and Originals examines the critical art of rethinking: learning to question your opinions and open other people's minds, which can position you for excellence at work and wisdom in lifeIntelligence is usually seen as the ability to think and learn, but in a rapidly changing world, there's another set of cognitive skills that might matter more: the ability to rethink and unlearn. In our daily lives, too many of us favor the comfort of conviction over the discomfort of doubt. We listen to opinions that make us feel good, instead of ideas that make us think hard. We see disagreement as a threat to our egos, rather than an opportunity to learn. We surround ourselves with people who agree with our conclusions, when we should be gravitating toward those who challenge our thought process. The result is that our beliefs get brittle long before our bones. We think too much like preachers defending our sacred beliefs, prosecutors proving the other side wrong, and politicians campaigning for approval—and too little like scientists searching for truth. Intelligence is no cure, and it can even be a curse: being good at thinking can make us worse at rethinking. The brighter we are, the blinder to our own limitations we can become.Organizational psychologist Adam Grant is an expert on opening other people's minds—and our own. As Wharton's top-rated professor and the bestselling author of Originals and Give and Take, he makes it one of his guiding principles to argue like he's right but listen like he's wrong. With bold ideas and rigorous evidence, he investigates how we can embrace the joy of being wrong, bring nuance to charged conversations, and build schools, workplaces, and communities of lifelong learners. You'll learn how an international debate champion wins arguments, a Black musician persuades white supremacists to abandon hate, a vaccine whisperer convinces concerned parents to immunize their children, and Adam has coaxed Yankees fans to root for the Red Sox. Think Again reveals that we don't have to believe everything we think or internalize everything we feel. It's an invitation to let go of views that are no longer serving us well and prize mental flexibility over foolish consistency. If knowledge is power, knowing what we don't know is wisdom.",Self-Help & Relationships
1360,How I Saved the World,Jesse Watters,"At one of the most chaotic periods in American history, in a time of national distrust and despair, one tanned TV host holds the key to the future.In How I Saved the World, Jesse Watters takes readers on a tour of his life from basement-dwelling Fox minion to pampered champion of right-thinking Americans. He has divined great truths about the nature of our country while stumbling across beaches asking oblivious college students basic political questions and while stumbling out of Air Force One with the President. Interspersed are his thoughtful suggestions for overcoming left-wing radicalism, maintaining American democracy, moving beyond aging hippies (like his long-suffering, loving parents), saving the world from social justice warriors and the deep state—all while smirking his way through life in only the nicest way.  Watters outlines the stark choice ahead of us between all-American hamburgers and leftist Green New Deal breadlines (okay, maybe that one is a no-brainer) and shows the way for order and fairness to be restored. A manifesto and a call-to-arms from a man for all seasons, How I Saved the World is a hilarious, enlightening, entertaining book with a reasonable chance of winning a Nobel Prize in every category, even chemistry.",Social Sciences
1361,Irreversible Damage: The Transgender Craze Seducing Our Daughters,Abigail Shrier,"NAMED ONE OF THE BEST BOOKS OF 2021 BY THE TIMES AND THE SUNDAY TIMES  Until just a few years ago, gender dysphoria—severe discomfort in one’s biological sex—was vanishingly rare. It was typically found in less than .01 percent of the population, emerged in early childhood, and afflicted males almost exclusively.  But today whole groups of female friends in colleges, high schools, and even middle schools across the country are coming out as “transgender.” These are girls who had never experienced any discomfort in their biological sex until they heard a coming-out story from a speaker at a school assembly or discovered the internet community of trans “influencers.”  Unsuspecting parents are awakening to find their daughters in thrall to hip trans YouTube stars and “gender-affirming” educators and therapists who push life-changing interventions on young girls—including medically unnecessary double mastectomies and puberty blockers that can cause permanent infertility.  Abigail Shrier, a writer for the Wall Street Journal, has dug deep into the trans epidemic, talking to the girls, their agonized parents, and the counselors and doctors who enable gender transitions, as well as to “detransitioners”—young women who bitterly regret what they have done to themselves.  Coming out as transgender immediately boosts these girls’ social status, Shrier finds, but once they take the first steps of transition, it is not easy to walk back. She offers urgently needed advice about how parents can protect their daughters.  A generation of girls is at risk. Abigail Shrier’s essential book will help you understand what the trans craze is and how you can inoculate your child against it—or how to retrieve her from this dangerous path.",Social Sciences
1362,Till the End (Signed Book),CC Sabathia,"A raw, compelling memoir of baseball, family, fame, addiction, and recovery, by one of the most beloved baseball players of his generation How does it feel to be born with enormous gifts, in a life shadowed by tragedy? What does it mean when the gift that opens the world for us is not enough to stop us from losing the things we love? And what new gifts do we find in that loss? Baseball had been CC Sabathia’s life since he was a kid in gritty, baseball-obsessed Vallejo, California. He was a star by the time he was a preteen and a professional athlete when he was still a teenager. Everything he knew about how to be a person—an adult, a husband and father, a leader—he learned in rhythm with the baseball season, the every-fifth-day high-intensity spotlight of a starting pitcher, all while dealing with one of the sport’s most turbulent eras: racism in a sport with diminishing black presence; the era of performance-enhancing drugs; and the increasing tension between high-value contracts and sports owners who moved players around like game pieces. But his biggest struggle was with his own body and mind: Buoyed his whole life by talent and a fiery competitive spirit, CC found himself dealing with the steady and eventually alarming breakdown of his own body and his growing addiction in a world that encouraged and enabled it.Till the End is the thrilling memoir of one of the most beloved players in the game, a veteran star of the sport’s marquee team during its latest championship era. It’s also a book about baseball—about the ins and outs of its most important and technical position and its evolution in this volatile era. But woven within it is the moving, universal story of resilience and mortality and discovering what matters.",Social Sciences
1363,When Harry Became Sally: Responding to the Transgender Moment,Ryan T. Anderson,"Can a boy be “trapped” in a girl’s body? Can modern medicine “reassign” sex? Is our sex “assigned” to us in the first place? What is the most loving response to a person experiencing a conflicted sense of gender? What should our law say on matters of “gender identity”?  When Harry Became Sally provides thoughtful answers to questions arising from our transgender moment. Drawing on the best insights from biology, psychology, and philosophy, Ryan Anderson offers a nuanced view of human embodiment, a balanced approach to public policy on gender identity, and a sober assessment of the human costs of getting human nature wrong.  This book exposes the contrast between the media’s sunny depiction of gender fluidity and the often sad reality of living with gender dysphoria. It gives a voice to people who tried to “transition” by changing their bodies, and found themselves no better off. Especially troubling are the stories told by adults who were encouraged to transition as children but later regretted subjecting themselves to those drastic procedures.   As Anderson shows, the most beneficial therapies focus on helping people accept themselves and live in harmony with their bodies. This understanding is vital for parents with children in schools where counselors may steer a child toward transitioning behind their backs.   Everyone has something at stake in the controversies over transgender ideology, when misguided “antidiscrimination” policies allow biological men into women’s restrooms and penalize Americans who hold to the truth about human nature. Anderson offers a strategy for pushing back with principle and prudence, compassion and grace.",Social Sciences
1364,The 1619 Project: A New Origin Story,Nikole Hannah-Jones (Editor),"A dramatic expansion of a groundbreaking work of journalism, The 1619 Project: A New Origin Story offers a profoundly revealing vision of the American past and present.In late August 1619, a ship arrived in the British colony of Virginia bearing a cargo of twenty to thirty enslaved people from Africa. Their arrival led to the barbaric and unprecedented system of American chattel slavery that would last for the next 250 years. This is sometimes referred to as the country’s original sin, but it is more than that: It is the source of so much that still defines the United States.The New York Times Magazine’s award-winning “1619 Project” issue reframed our understanding of American history by placing slavery and its continuing legacy at the center of our national narrative. This new book substantially expands on that work, weaving together eighteen essays that explore the legacy of slavery in present-day America with thirty-six poems and works of fiction that illuminate key moments of oppression, struggle, and resistance. The essays show how the inheritance of 1619 reaches into every part of contemporary American society, from politics, music, diet, traffic, and citizenship to capitalism, religion, and our democracy itself.This is a book that speaks directly to our current moment, contextualizing the systems of race and caste within which we operate today. It reveals long-glossed-over truths around our nation’s founding and construction—and the way that the legacy of slavery did not end with emancipation, but continues to shape contemporary American life.",Social Sciences
1365,Untamed,Glennon Doyle,"#1 NEW YORK TIMES BESTSELLER • Over two million copies sold! “Packed with incredible insight about what it means to be a woman today.”—Reese Witherspoon (Reese’s Book Club x Hello Sunshine Book Pick)In her most revealing and powerful memoir yet, the activist, speaker, bestselling author, and “patron saint of female empowerment” (People) explores the joy and peace we discover when we stop striving to meet others’ expectations and start trusting the voice deep within us.NAMED ONE OF THE BEST BOOKS OF THE YEAR BY O: The Oprah Magazine • The Washington Post • Cosmopolitan • Marie Claire • Bloomberg • Parade • “Untamed will liberate women—emotionally, spiritually, and physically. It is phenomenal.”—Elizabeth Gilbert, author of City of Girls and Eat Pray LoveThis is how you find yourself.There is a voice of longing inside each woman. We strive so mightily to be good: good partners, daughters, mothers, employees, and friends. We hope all this striving will make us feel alive. Instead, it leaves us feeling weary, stuck, overwhelmed, and underwhelmed. We look at our lives and wonder: Wasn’t it all supposed to be more beautiful than this? We quickly silence that question, telling ourselves to be grateful, hiding our discontent—even from ourselves.  For many years, Glennon Doyle denied her own discontent. Then, while speaking at a conference, she looked at a woman across the room and fell instantly in love. Three words flooded her mind: There She Is. At first, Glennon assumed these words came to her from on high. But she soon realized they had come to her from within. This was her own voice—the one she had buried beneath decades of numbing addictions, cultural conditioning, and institutional allegiances. This was the voice of the girl she had been before the world told her who to be. Glennon decided to quit abandoning herself and to instead abandon the world’s expectations of her. She quit being good so she could be free. She quit pleasing and started living. Soulful and uproarious, forceful and tender, Untamed is both an intimate memoir and a galvanizing wake-up call. It is the story of how one woman learned that a responsible mother is not one who slowly dies for her children, but one who shows them how to fully live. It is the story of navigating divorce, forming a new blended family, and discovering that the brokenness or wholeness of a family depends not on its structure but on each member’s ability to bring her full self to the table. And it is the story of how each of us can begin to trust ourselves enough to set boundaries, make peace with our bodies, honor our anger and heartbreak, and unleash our truest, wildest instincts so that we become women who can finally look at ourselves and say: There She Is. Untamed shows us how to be brave. As Glennon insists: The braver we are, the luckier we get.",Social Sciences
1366,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer,"A New York Times BestsellerA Washington Post BestsellerNamed a ""Best Essay Collection of the Decade"" by Literary HubAs a botanist, Robin Wall Kimmerer has been trained to ask questions of nature with the tools of science. As a member of the Citizen Potawatomi Nation, she embraces the notion that plants and animals are our oldest teachers. In Braiding Sweetgrass, Kimmerer brings these two lenses of knowledge together to take us on “a journey that is every bit as mythic as it is scientific, as sacred as it is historical, as clever as it is wise” (Elizabeth Gilbert).Drawing on her life as an indigenous scientist, and as a woman, Kimmerer shows how other living beings—asters and goldenrod, strawberries and squash, salamanders, algae, and sweetgrass—offer us gifts and lessons, even if we've forgotten how to hear their voices. In reflections that range from the creation of Turtle Island to the forces that threaten its flourishing today, she circles toward a central argument: that the awakening of ecological consciousness requires the acknowledgment and celebration of our reciprocal relationship with the rest of the living world. For only when we can hear the languages of other beings will we be capable of understanding the generosity of the earth, and learn to give our own gifts in return.",Social Sciences
