title,author,overview,subject
GLASS,Leah Michelle Hamilton,"With a unique blend of genres and lyrical inspiration, this collection of music will touch your spirit as much as it delights all your senses. You just may find yourself tapping your fingers to the beat and humming the words long after the songs have run their course. ""Driving in the night down a long dark hollow. Get you in the Road Runner hall of fame. Big Engine screaming sounds like thunder. Wild horses under the hood. Stars at night help keep the wonder. See the finish line and you know it's good. Running, running, running, got to stay in your lane. I'm a Road Runner and the road knows my name."" --""Road Runner,"" GLASSWhether a beginning or advanced guitarist, vocalist, or keyboardist, have fun and sound like THE COUNTRY LEGENDS!",Science Fiction & Fantasy
The Evaran Chronicles Box Set: Books 10-12: Time Travel Adventure Series,Adair Hart,"Helping others can yield unexpected surprisesDr. Albert Snowden and his niece, Emily, continue their space-and-time-traveling adventures with Evaran and V. They'll deal with a reckless time traveler, a galactic empire that has progressed more than it should have, and a rogue cosmic entity while trying to maintain timeline integrity. Along the way, they'll meet new allies, in particular one that was chosen by the Torvatta.This box set contains the tenth, eleventh, and twelfth books in The Evaran Chronicles. If you like science fiction, time travel, technology, and adventure with a science fantasy bent, then this series is for you.The Portal Effect - Book 10 of The Evaran ChroniclesThe past can be the future.Dr. Albert Snowden enjoys traveling through time, but not when Ziekah, a timeline-traveling foe, sends him into the past against his will. Emily and V encounter Ziekah as well, leaving Evaran alone to determine where they were sent.Ziekah's crafty and she knows temporal mechanics well. She's also ruthless, leaving altered timelines in her wake.With the gang scattered through time, Evaran calls on old friends Jake Melkins and Jelton Stallryn, a Rift Guardian. Together, they will need to find the others while dealing with Ziekah and her timeline alterations. The Time Cube - Book 11 of The Evaran ChroniclesTime can be a filter.Evaran and the gang travel to a galaxy in the Horologium-Reticulum Supercluster in AD 801,699 to deal with not one summons, as they usually do, but two that are related to each other. The retrieval of Dalton Kingston is one summons, and the second is a day ahead to a ship a few light years away.The problem is that the summonses lead the gang into the Tenagrin Hegemony, a brutal empire run by the Tenagrins, a snake-like species who have advanced far beyond their natural technological evolution. Another issue is they also want to retrieve Dalton Kingston and have a vested interest in the second summons.Kess, from a previous adventure, joins up for this outing, and with some new allies, they will need to deal with not only the summonses but the Tenagrin Hegemony and a galactic region that fears humanoids.The Evaran Impact - Book 12 of The Evaran ChroniclesEven cosmic beings need help sometimes.Evaran and the gang travel to another universe to investigate something that should not have happened. What they find embroils them in a cosmic conflict. Although they're happy to meet Sivaran, another one of Evaran's plane forms, the situation is not good.One problem is that Wardax, the supreme ruler of the Zayt Empire, has been sweeping across the galaxy with his enforcers and infected swarms. His assimilation has enveloped thousands of worlds, but he has also destroyed others, such as Drydris, the home planet of the ancient vampires.Another version of Lord Vygon joins up for this outing, as does Q, Sivaran's AI companion. The gang will need to not only deal with Wardax but also restore the galactic balance of power.",Science Fiction & Fantasy
Seer of Shadows,Cleave Bourbon,"Seer of Shadows: Shadows of the First Trine 1…They were hardly a threat before. Sure, the shifters could look like allies, but they weren't good at imitating personalities or the little quirks that make each person unique, and they had a distinctive odor that always gave them away . . . but change is inevitable, and over time, they must have learned how to model the behavior of their chosen identity accurately. It's even rumored they managed to extinguish the telling smell!Unrest has once again blanketed the kingdoms in its darkness. A hint of magic is on the rise, and those acting from the shadows have sent out their much-improved shapeshifting monster to take advantage. Now, they allegedly walk among unsuspecting folk, virtually undetectable, but Lady Shey, with all her power as a sorceress, can't devote her time to worry about shapeshifters. She must set aside her worry and focus on her quest to save the kingdoms' only hope to crawl back into the light—a group of descendants, according to the seers, living a simple life tucked away peacefully in the mountains.",Science Fiction & Fantasy
Time Pressure,Spider Robinson,"Wireheads are a new version of junkie who feed electric currents into the pleasure centers of their brains. Karen, an ex-wireheader, and Joe, a professional thief, work to bring down the powers that be behind Wireheading, only to discover a much larger conspiracy...",Science Fiction & Fantasy
Off on a Comet (Esprios Classics),Jules Verne,"Off on a Comet is an 1877 science fiction novel by Jules Verne. The story starts with a comet called Gallia, that touches the Earth in its flight and collects a few small chunks of it. The disaster occurs on January 1 in the area around Gibraltar. On the territory that is carried away by the comet there remain a total of thirty-six people of French, English, Spanish and Russian nationality. These people do not realize at first what has happened, and consider the collision an earthquake.",Science Fiction & Fantasy
Dark Tales and Twisted Verses,A L Butcher,"Dark tales of ghosts of war, blood from the Autumn of Terror, the wrath of nature, an unusual murder and a cynical vampire. Twisted poetry of loss and mayhem.Some adult themes and language.",Science Fiction & Fantasy
La guerra de los mundos,H. G. Wells,"Los mejores libros jamás escritos. «Y aunque haya una demora, el final será el mismo. Hombres contra hormigas.» La guerra de los mundos narra por primera vez en la historia de la  literatura un tema que será recurrente desde entonces y originará todo  un subgénero dentro de la ciencia ficción: la invasión de la Tierra por  extraterrestres procedentes de Marte. A través de esta fábula en la que  ocupan un lugar central las descripciones científicas, las premoniciones  sobre el futuro de la tecnología y  los entresijos de la política, H. G.  Wells nos habla sobre la vanidad y la seguridad ficticia de una  humanidad autosatisfecha, y los peligros que acechan su supervivencia. La obra de Wells ha influido largamente a la tradición literaria de la  ciencia ficción. Su presencia ineludible se descubre así en el  imaginario de autores consagrados del género como Félix J. Palma, que  firma la introducción que abre la presente edición. Asimismo,  recuperamos la clásica traducción que en su día hizo Julio Vacarezza y de la que han disfrutado generaciones enteras. Jules Verne dijo...«Las obras de Mr. Wells pertenecen, sin duda, a un tiempo y un grado de  conocimiento científico futuro muy alejado del presente, pero no completamente fuera de los límites de lo posible.»",Science Fiction & Fantasy
The Collapsium,Wil McCarthy,"A MODERN SCIENCE FICTION CLASSIC FROM WIL MCCARTHYSAVE THE SOLAR SYSTEM FROM THE ULTIMATE COLLAPSE  In the eighth decade of the Queendom of Sol, three commodities rule the day. The first is wellstone, a form of programmable matter capable of emulating almost any substance. The second is collapsium, a deadly crystal composed of miniature black holes, vital for the transmission of information and matter—including humans—throughout the Solar System. The third is the bitter rivalry between Her Majesty's top scientists.  Bruno de Towaji, famed lover and statesman, dreams of building an arc de fin, an almost mythical device capable of probing the farthest reaches of spacetime. Marlon Sykes, de Towaji's rival in both love and science, is meanwhile hard at work on a vast telecommunications project whose first step is the construction of a ring of collapsium around the Sun. But when a ruthless saboteur attacks the Ring Collapsiter and sends it falling into the Sun, the two scientists must put aside personal animosity and combine their prodigious intellects to prevent the destruction of the Solar System—and every living thing within it.  About The Collapsium: “Ingenious and witty . . . as if Terry Pratchett at his zaniest and Larry Niven at his best had collaborated.”—Booklist  ""Fresh and imaginative. From a plausible yet startling invention, McCarthy follows the logical lines of sight, building in parallel the technological and societal innovations.""—Science Fiction Weekly  ""The future as McCarthy sees it is a wondrous place."" —Publishers Weekly  ""[McCarthy] studs his narrative with far-out scientific concepts. . . . He certainly has a sense of humor.""—The New York Times  “An ingenious yarn with challenging ideas, well-handled technical details, and plenty of twists and turns.”—Kirkus",Science Fiction & Fantasy
Terjemahan Dan Makna Surat 012 Yusuf (Nabi Yusuf AS) Edisi Bilingual,Jannah Firdaus Mediapro,"Surah Yusuf (Nabi Yusuf AS) adalah surah ke-12 dalam Al-Qur'an. Surah ini terdiri atas 111 ayat dan termasuk golongan surah Makkiyah. Surah ini dinamakan surah Yusuf adalah karena titik berat dari isinya mengenai riwayat Nabi Yusuf AS.   Riwayat tersebut salah satu di antara cerita-cerita gaib yang diwahyukan kepada Nabi Muhammad SAW sebagai mukjizat bagi beliau, sedang Rasulullah sebelum diturunkan surah ini tidak mengetahuinya.   Dari cerita Nabi Yusuf AS ini, Nabi Muhammad SAW mengambil pelajaran-pelajaran yang banyak dan merupakan penghibur bagi beliau untuk menghadapi berbagai ujian dalam menjalankan tugasnya untuk menyebarkan ajaran islam di bumi ini. Menurut riwayat Al Baihaqi dalam kitab Ad-Dalail bahwa segolongan orang Yahudi masuk agama Islam sesudah mereka mendengar cerita Yusuf ini, karena sesuai dengan cerita-cerita yang mereka ketahui.  Surah Yusuf (Prophet Yusuf‎) is the 12th sura (chapter) of the Quran. It is said to have been revealed in a single sitting, being unique in this respect. The text narrates the story of Yusuf (the biblical Joseph).   While other surahs tend to jump between topics, this sura is special in sticking to its central theme throughout, telling a coherent story in chronological order. There is no confirmed time when surat Yusuf was revealed, but it is estimated to be either in the 10th or 11th year of dawah. In other words, it is known to have been revealed 2 or 3 years before the hijrah (Migration) from Makkah to Madina which is close to the end of the Makkan era and Makkan journey. This Sura was revealed after a year the scholars of seerah call 'am al huzun' (the year of Sorrow or Despair). This year was a sad and depressing time for Prophet Mohammad SAW.",Science Fiction & Fantasy
Tarzan and the City of Gold,Edgar Rice Burroughs,"The circumstances that brought Tarzan northward into Kaffa are not a part of this story. Perhaps it is enough that the Lord of the Jungle loves to roam remote fastnesses still unspoiled by the devastating hand of civilization. Unsated with adventure, it may be that Abyssinia's 350,000 square miles of semisavagery held an irresistible lure for him in their suggestion of mysterious back country and in the ethonological secrets they have guarded from time immemorial. Wanderer, adventurer, outcast, Greek phalanx, and Roman legion, all have entered Abyssinia within times chronicled by history or legend never to reappear; and it is believed by some that she holds the secret of the lost tribes of Israel. What wonders, then, what adventures, might not her remote corners reveal! And it was to one such corner that the strange white warrior in armor of ivory led Tarzan to the luxurious court of the most beautiful woman in the world, to slavery, to the arena, to the lion pit, to an atmosphere of love and hate, of intrigue and murder, to new friends and powerful enemies, to the throne of the Great God Thoos, to flaming Xarator, and to the horrors of the Grand Hunt. If you are bored by the humdrum of the daily grind of civilization, lay aside the badges of your servitude, don a loin cloth of lion skin, seize bow and arrows and spear, and tread the silent trails of the mysterious jungle toward high adventure with Tarzan of the Apes. NOTE: This book contains the original first edition book text, uncensored and uncut.",Science Fiction & Fantasy
The Square Mile Murder,James Ward,"After a chance skirmish with an armed killer in central London, agent John Mordred ends up in hospital, condition critical.  Six weeks and a full recovery later, he's persuaded it's purely a police matter, one he should forget about. But nothing in MI7 is ever that simple. There's more to this particular incident than meets the eye and unnamed people in high places want it investigating. They believe Mordred's the man for the job.  Add to the mix five missing IMF officials, the kidnapping of a top British financier in Venezuela, evidence of a related cover-up in Whitehall, a young and unpredictable London Lord Mayor with acute delusions of grandeur, plus - most bizarrely - persistent rumours of local UFO sightings. Things threaten to spin radically out of control.",Thrillers
Trial and Error,Robert Whitlow,"A small-town lawyer has been searching for his daughter for eighteen years. Now another young woman is missing, and he’s determined to find them both—no matter the cost.Buddy Smith built his law practice around tracking down missing children. After all, he knows the agony of being separated from a child. Not long after his daughter’s birth, her mother ran away and Buddy never saw either one again.Gracie Blaylock has known Buddy her entire life, and now that she is clerk of court for the county, their paths cross frequently. When Gracie hears that a teenager in town has gone missing, she knows Buddy is the one for the case.The girl’s parents are desperate for answers. Together with Gracie and Mayleah—the new detective in town—Buddy chases all leads, hoping to reach the missing teen before it’s too late. And as he pursues one girl, he uncovers clues that could bring him closer to the girl he thought he lost forever: his own daughter.Master legal writer Robert Whitlow will keep you guessing in this gripping legal drama while reminding you of the power of God’s restoration.Stand-alone legal dramaFull-length novel at approximately 120,000 wordsIncludes discussion questions for book clubs",Thrillers
The Man Who Was Thursday,G. Chesterton,"""If your mind needs a tonic of iron and wine, and a thorough rough-and-tumbling, try Samuel Butler's Notebooks or The Man Who Was Thursday, by Chesterton.""- Roger Mifflin (Christopher Morley), The Haunted Bookshop""It is all a huge joke, a quite absurd and laughable fantasy - or it is a sermon - or it is even an explanation. Read the book and make your choice.""- Hildegarde Hawthorne, New York Times, May 2, 1908 ""Mr. Chesterton has done an admirable thing, and probably knows it.""- Austin Harrison, London Observer, March 1, 1908Fourth in a series of public-domain treasures inspired by Roger Mifflin, proprietor of the store owner in Christopher Morley's classic book The Haunted Bookshop - featuring new and vintage content from series editor Warren Bluhm.",Thrillers
The Adventures of Sir Launcelot Greaves (Esprios Classics),Tobias Smollett,"The Life and Adventures of Sir Launcelot Greaves, a novel by Tobias Smollett, was published in 1760 in the monthly paper The British Magazine. The novel, Smollett's shortest, differs stylistically from his previous works. Sir Launcelot is virtuous and strange, and he is surrounded by a Smollettian menagerie whose various jargons are part of this novel's linguistic virtuosity and satire. He is an eighteenth-century gentleman who rides about the country in armour, attended by his comic squire, Timothy Crabshaw, redressing grievances. These characters are obviously inspired by Don Quixote and Sancho Panza, and Smollett's novel has been compared unfavorably with Cervantes'.",Thrillers
Last Winter's Taken (The Last Cold Case),MJ LaBeff,"The murder of Willow Danby, a married woman and expectant mother, thrusts Homicide Detective Rachel Hood into a murder investigation and missing person's case as she searches for the baby ripped from Willow's body. The mysterious undertone surrounding the current investigation forces Rachel to reopen a cold case from the previous year. Yvonne Johnson and Willow Danby couldn't have been more different. Wrong side of the tracks meets white picket fence. The only thing the two women have in common: they're both dead and their infants are missing. Even with a long list of suspects to interview, alibis abound, and Rachel is no closer to solving Danby's or Johnson's deaths. She worries: where are the children? Rachel's psychic empathy draws her closer to the taken infants, and she suffers from a haunting premonition. But, how can she be their voice when they are too tiny to speak? A single clue left at each of the crime scenes links the cases together and leads Rachel to a mystery dating back to the year 1638.  Her frightening premonition spirals out of control, but she can't track the infants' sobs.  The sinister murders and search for the missing infants reunites her with occult crimes specialist and psychic FBI Agent Nick Draven. Even with his psychic gift of hypersensitive hearing, Nick can't hear the infants' cries in the night. Then a mysterious enigma is unearthed for the first time in over 372 years and draws them closer to a modern day sociopath, murdering expectant mothers and taking their unborn children.",Thrillers
The Young Lion Hunter (Esprios Classics),Zane Grey,"Pearl Zane Grey (1872 -1939) was an American author and dentist best known for his popular adventure novels and stories associated with the Western genre in literature and the arts; he idealized the American frontier. Riders of the Purple Sage (1912) was his best-selling book. In addition to the commercial success of his printed works, his books have had second lives and continuing influence when adapted as films and television productions. His novels and short stories have been adapted into 112 films, two television episodes, and a television series, Dick Powell's Zane Grey Theater.",Thrillers
Sixes and Sevens,O. Henry,"„Sixes and Sevens” is a first collection of humorous short stories from the author of „The Four Million”, his stories deal for the most part with ordinary people: clerks, policemen and waitresses and often use twist endings which turn on an ironic or coincidental circumstance in his stories. O. Henry proves that he is the master of the short story format. This collection has quirky as well as nice little stories, each differing in style from the other. Most of his stories are set in his contemporary present, the early years of the 20th century. Many take place in New York. Fans of classic short fiction will relish this collection of gems from one of the unquestioned masters of the form, O. Henry. It’s a must-read for anyone in need for a dose of entertaining, worthwhile writing.",Thrillers
Esoteric Christianity,Annie Besant,"The object of this book is to suggest certain lines of thought as to the deep truths underlying Christianity, truths generally overlooked, and only too often denied. The generous wish to share with all what is precious, to spread broadcast priceless truths, to shut out none from the illumination of true knowledge, has resulted in a zeal without discretion that has vulgarised Christianity, and has presented its teachings in a form that often repels the heart and alienates the intellect. The command to ""preach the Gospel to every creature""--though admittedly of doubtful authenticity--has been interpreted as forbidding the teaching of the Gnosis to a few, and has apparently erased the less popular saying of the same Great Teacher: ""Give not that which is holy unto the dogs, neither cast ye your pearls before swine.""  This spurious sentimentality--which refuses to recognise the obvious inequalities of intelligence and morality, and thereby reduces the teaching of the highly developed to the level attainable by the least evolved, sacrificing the higher to the lower in a way that injures both--had no place in the virile common sense of the early Christians. S. Clement of Alexandria says quite bluntly, after alluding to the Mysteries: ""Even now I fear, as it is said, 'to cast the pearls before swine, lest they tread them underfoot, and turn and rend us.' For it is difficult to exhibit the really pure and transparent words respecting the true Light to swinish and untrained hearers.""",Thrillers
The Cymage,Dave Walsh,"With each cough death looms closer. Only an experimental technology can save him. New meaning enters Am'ranth's life when a rival foreign leader asks the humble monk to help solidify his royal legacy during a time of peace. That legacy? A weapon unlike any other. One fit for the ruler of the known galaxy. The pulseaxe. Their friendship is the stuff of legends; their rivalry reshaped humanity's future. A novelette set in Dave Walsh's Andlios universe, the Cymage provides a glimpse into the rich history of the planet Andlios before the events of Cydonia Rising.",Thrillers
It Takes Two to Tango (Volume 2),Sidney St. James,"IT TAKES TWO TO TANGOUntil Death Us Do PartVolume 2, Book 2 in the Love Lost Series To have and to hold from this day forward, for better or worse, for richer or poorer, in sickness and in health, to love and to cherish UNTIL DEATH US DO PART.It Takes Two to Tango – Volume 2, the newest release of Sidney St. James from the BeeBop Publishing Group, is now available in paperback and all eBook platforms worldwide. It is a romantic suspense novel that continues from Volume 1 in the Love Lost Series.Shocks, one after the other, keep coming. Colonel Johnathan Schult has taken on the task of finding out who waged war on his very best friend. Why? Then, he has to find out who killed Agatha's husband, Jimmy Johnson. His gut tells him it wasn't Rusty Zeiner or Felix Hellmuth. Determined to track down the truth, the Colonel forms an alliance with a seventy-five-year-old friend, Freddie Walker.In Volume 2, the story shifts gears and enters the war waged on Agatha's father, Jeremy McDonald, for something he did twenty years earlier.The Cricket is introduced throughout Volume 2, a world-famous opera singer who tries to make a comeback. The story evolves further as one man takes another man's wife away, along with their daughter, never to be found again.Colonel Jonathan Schultz, a World War II hero, comes back to help his best friend of forty years battle the unknown assailant who is waging war on him and his family. Who is killing who? Who is robbing from who?"" Who is having a romance with someone they find out later is married.What reviewers have said:""This Love Lost Series is even better than the Storm Lord Trilogy Series… if that's even possible."" – Barbara""This is an awesome start to a new series… I couldn't put it down!"" – Stephanie H.""I was devoted from the very first page."" – Thomas B.""Powerful… a moving story from start to finish."" – Colleen S.""An edge of your seat romantic suspense. Don't miss it!"" – Linda T.",Thrillers
Arcane,Erzabet Bishop,"She's done with men. But someone needs to tell her wolf.When Laurel's Alpha female is found murdered and her Alpha turns up missing, the Briarwood Pack is turned upside down. An unwanted blast from Laurel's romantic past puts her to the test as the fine line between love and hate is redefined. If she can keep herself alive. Love can be murder...unless it saves your life.Nerdy, hunky boys with a knack for the dead need love too...With his roommate back from the dead and his future as Montelier Supernatural Academy's new necromancer on staff on hold after his mentor's murder, James Merryweather finds himself looking for answers in the one place he never thought to find them. And when a chance encounter leads him to his heart's desire, will he have the strength to claim the woman he loves before she's ripped from his arms forever?",Thrillers
Rage and Retribution,Lorraine Mace,"The fourth book in a new dark and gritty crime series. Detective Inspector Paolo Sterling has more headaches than usual. Someone is abducting men and subjecting them to horrific acts of rape and torture, but who? More to the point - why? After three days of cruelty and starvation, they are released. Why will none of them give any information which would help the police to find the perpetrator? The victims refuse even to admit they were held captive.",Thrillers
Eric Brighteyes,H. Rider Haggard,"There lived a man in the south, before Thangbrand, Wilibald's son, preached the White Christ in Iceland. He was named Eric Brighteyes, Thorgrimur's son, and in those days there was no man like him for strength, beauty and daring, for in all these things he was the first. But he was not the first in good-luck. Two women lived in the south, not far from where the Westman Islands stand above the sea. Gudruda the Fair was the name of the one, and Swanhild, called the Fatherless, Groa's daughter, was the other. They were half-sisters, and there were none like them in those days, for they were the fairest of all women, though they had nothing in common except their blood and hate. Now of Eric Brighteyes, of Gudruda the Fair and of Swanhild the Fatherless, there is a tale to tell. These two fair women saw the light in the self-same hour. But Eric Brighteyes was their elder by five years. The father of Eric was Thorgrimur Iron-Toe.",Thrillers
Jungle Jitters,J. Manfred Weichsel,"The dream of a mad scientist has evolved into a nightmare!Jennifer will do anything to be famous. She thinks she's gotten her big break after a night at the club lands her in bed with a producer, and the next morning he offers her a jungle adventure show.But instead, she and her two friends are unwittingly trafficked to the Congo for a sinister purpose. A cult lives in the jungle that worships the dark legacy of Ilya Ivanovich Ivanov as they work to accomplish his insane life's goal.Will Jennifer escape the jungle compound, or will she fulfill their twisted vision of humanity's future and become a broodmare to make an inhuman monster? If you love jungle adventure and horror, don't miss this action-packed read.  Warning: Jungle Jitters contains nudity, sex, violence, and graphic descriptions of humpo chimpo.",Thrillers
Blue Zone,Andrew Gross,"From the number one New York Times bestselling coauthor of Judge & Jury and Lifeguard comes this electrifying solo debut, The Blue Zone.Kate Raab’s life seems almost perfect: her boyfriend, her job, her family . . . until her father runs into trouble with the law. His only recourse is to testify against his former accomplices in exchange for his family’s placement in the Witness Protection Program. But one of them gets cold feet. In a flash, everything Kate can count on is gone.Now, a year later, her worst fears have happened: Her father has disappeared—into what the WITSEC agency calls “the blue zone""—and someone close to him is found brutally murdered. With her family under surveillance, the FBI untrustworthy, and her father’s menacing “friends” circling with increasing intensity, Kate sets off to find her father—and uncover the secrets someone will kill to keep buried.",Thrillers
Until the Dawn,Colby Meyer,"The past always has a price.After her mother's apparent suicide, Eliza Marow left it all behind. She ran away from anything and everything that would remind her of what she had lost. But when her father is killed in a drunk driving accident, she is forced to return to the world she left behind.At 23 years old, Eliza reluctantly takes up her father's mantel as CEO of Imperial Cruise Lines, the company that her parents built together. However, it doesn't take long for her to realize that something sinister is lurking in the shadows of their maritime empire.As she begins to unravel the mysterious circumstances surrounding her parents deaths, she no longer has a choice but to face the demons of her past. Until the Dawn is a thought provoking mystery thriller filled with betrayal, romance, and sacrifice that will keep you guessing until the very end. **This book is saving lives.**100% of profits from the sale of this book go directly to Life Impact International, an organization fighting against child sex and farm slavery. For more information, visit: www.lifeimpactintl.org.",Thrillers
Du Poison dans la tête,Jacques Saussey,"« Elle s’est détournée vers le pont et elle a commencé à marcher en direction de la gare, son manteau ouvert claquant sur ses jambes face au vent glacial.Dans la voiture, le son des feux de détresse rythmait sa progression comme le tic-tac d’une minuterie. Une femme qui arrivait en sens inverse s’est retournée sur elle. Elle a eu un temps d’arrêt, comme si elle doutait de ce qu’elle venait d’apercevoir.Il a vu un panache de vapeur sortir de la bouche de l’inconnue. Elle s’est figée d’horreur au moment où Myriam a laissé tomber son manteau dans la neige et a enjambé le parapet. Elle s’est précipitée vers elle en hurlant, mais il était trop tard.Après un dernier regard en direction de la voiture immobile, Myriam, entièrement nue, avait déjà sauté dans le fleuve. »En plein hiver, une femme se jette nue dans la Seine. Derrière ce geste, un homme qui manipulerait ses victimes en les ruinant puis en les poussant au suicide.Parallèlement, un colis arrive entre les mains de Daniel Magne et fait remonter à la surface une histoire vieille de plus de trente ans. Comment mener deux affaires de front quand le présent vous replonge dans les tourments du passé ?Du poison dans la tête orchestre le grand retour de Daniel Magne et Lisa Heslin, le couple d’enquêteurs fétiche de Jacques Saussey.",Thrillers
The Wouldbegoods,Edith Nesbit,"Having been banished from the Blackheath mansion after a disastrous game of 'Jungle Book' the six Bastable children find all kinds of adventures to take up their time in the country.After meeting the siblings, Denny and Daisy, the children group together to form a 'Society of Wouldbegoods' who seek to become better people by doing good deeds, however nothing seems to go according to plan! Whether trying to erect a tombstone for a neighbours son, or damming a river while playing Beavers trouble is never far away in these hilarious stories that have been a favorite of children for over 100 years.Don't miss the Bastable's further adventures in The New Treasure Seekers also from Living Book Press.",Thrillers
The LOWER END: Innocence Locked Away,Lori Winn Wells,"THE LOWER END: Innocence Locked Away By: Lori Winn WellsAfter the death of her grandmother, Jill Campbell returns home to  Wanchese, North Carolina. Where Roanoke Sound flows into the Croatan Sound, caressing Roanoke Island eastern borders. An island that holds secrets from long ago. And even today among the living-Jill finds herself turning her beloved grandmother's house into a bed and breakfast, with the help of her adoring Aunt Bess and Uncle Bart.One day while returning home from Addy's General store, Jill's attention follows a mysterious figure running through the woods near the old Jessup house, a home that has been abandoned and has fallen into despair. What secrets will Jill unearth  when she finds herself exploring the unknown?",Thrillers
Seelengrab,Nadine Buranaseda,"So dunkel die Seele, so tief der Abgrund …Der spannende erste Fall für Hirschfeld & KirchhoffKriminalhauptkommissar Lutz Hirschfeld ließ sich gerade erst von Berlin nach Bonn versetzen, doch bevor der junge Beamte seine Koffer ausgepackt hat, wird am Rheinufer die unbekleidete Leiche einer jungen Frau entdeckt. Die erste äußere Inspektion der Toten ergibt keinerlei Hinweis auf die Todesursache. Zusammen mit seinem neuen, wenig gesprächigen Partner Peter Kirchhoff nimmt Hirschfeld die Ermittlungen auf. Ein weiterer Knochenfund bringt die Mordkommission schließlich auf die Spur eines grausamen Serientäters, der seine Opfer nach ganz bestimmten Kriterien auszuwählen scheint: jung und weiblich. Als eine weitere Frau verschwindet, beginnt für das ungleiche Ermittlerduo ein gefährlicher Wettlauf gegen die Zeit …Erste Leserstimmen„düsterer, aber höchst spannender Ausflug in die menschlichen Abgründe …“„fesselnde Krimiunterhaltung mit gut gezeichneten Charakteren – freue mich auf die Reihe!“„Hirschfeld und Kirchhoff arbeiten hier an einem Fall, der es wirklich in sich hat und in den Bann zieht.""„packende Ermittlungen, gute Recherche und ein rundum empfehlenswerter Krimi!“",Thrillers
The Devil's Backyard: Herman Ingram Book 3,Jeb Bohn,"THOUSANDS OF CHILDREN ARE REPORTED MISSING EACH YEAR...SOME ARE ABDUCTED BY FAMILY, OTHERS BY STRANGERS...MANY FACE A FATE DARKER THAN YOU COULD EVER IMAGINE...The third entry in the Herman Ingram suspense thriller series.Things were settling down in Herman Ingram's life.Then came an innocuous favor.Nathan Basnight—a lifelong friend and current gubernatorial candidate—asks Herman to look into an assault. A group of masked strangers attacked a delivery driver, leaving the man drugged and locked in his vehicle with a message:""Tell those you work for that we know.""The clues he unearths lead Herman down a dark path—including vigilantes and lakeside burials—that ultimately leads him to a very old estate tied to the state's most wealthy and powerful.As the evidence unfolds, it reveals a clandestine operation beyond Herman's comprehension. He learns just how rampant the corruption is, leading him to question who he can trust.Can he unravel the conspiracy before more innocent lives are lost?Find out in The Devil's Backyard, the third entry in Jeb Bohn's Herman Ingram series.",Thrillers
VERRÄTER (Extreme 2): Thriller,Chris Ryan,"Chris Ryans Extreme – extreme Action, extremes Tempo, extreme Sprache.  Im Wettlauf um immer mächtigere Waffensysteme ist die Zukunftstechnologie zur neuen Frontlinie des weltweiten Terrorismus geworden. Als der amerikanische Geheimdienst eine Schläferzelle in ihrer Mitte vermutet, aktiviert die Firma ihren kaltblütigsten Soldaten – den totgeglaubten SAS-Helden John Bald. Seine Mission: den Schläfer neutralisieren, bevor er die streng geheime Waffentechnologie dem Feind zuspielen kann. Der Einsatz misslingt, und nun muss Bald den Schläfer von den Gettos Floridas bis ins kriegsgeschüttelte Tripolis verfolgen, während ihm ein gnadenloser Auftragskiller des CIA auf den Fersen ist. Schnell verschwinden auf der Jagd nach der Technologie und der Wahrheit die Grenzen zwischen Freund und Feind, und Bald bleibt nur noch sein Kampfinstinkt, um am Leben zu bleiben … .Chris Ryan, der Erfinder der erfolgreichen TV-Serie ""Strike Back"", befördert Sie mit seiner Extreme-Reihe direkt ins explosive Geschehen. Und wer die TV-Serie kennt, weiß, was ihn erwartet. ""Extreme"" ist atemlose Actionkost, die wirklich hält, was sie verspricht. Wer seit Jahren vergeblich auf einen echten kompromisslosen Actionkracher wartet und zudem mit Spielen wie ""Call of Duty"" oder ""Medal of Honor"" etwas anfangen kann, wird hier definitiv auf seine Kosten kommen.",Thrillers
The Sign of the Four,Arthur Conan Doyle,"Sherlock Holmes took his bottle from the corner of the mantel-piece and his hypodermic syringe from its neat morocco case. With his long, white, nervous fingers he adjusted the delicate needle, and rolled back his left shirt-cuff. For some little time his eyes rested thoughtfully upon the sinewy forearm and wrist all dotted and scarred with innumerable puncture-marks. Finally he thrust the sharp point home, pressed down the tiny piston, and sank back into the velvet-lined arm-chair with a long sigh of satisfaction.  Three times a day for many months I had witnessed this performance, but custom had not reconciled my mind to it. On the contrary, from day to day I had become more irritable at the sight, and my conscience swelled nightly within me at the thought that I had lacked the courage to protest. Again and again I had registered a vow that I should deliver my soul upon the subject, but there was that in the cool, nonchalant air of my companion which made him the last man with whom one would care to take anything approaching to a liberty. His great powers, his masterly manner, and the experience which I had had of his many extraordinary qualities, all made me diffident and backward in crossing him.",Thrillers
