title,author,overview,subject
Falling for the Marine,Samanthe Beck,"Pretending to be in love has never felt so sexy. USMC helicopter pilot Michael McCade has two goals: Get his damn back into alignment and keep his nose clean until his ultra-conservative commanding officer clears him to fly again. The doctor-recommended massage therapy seems like a necessary evil if he's to return to the cockpit, but when his too-hot-to-handle neighbor turns out to be his masseuse, he strays from the straight and narrow in a major way. Former military brat Chloe Kincaid is looking for an ego-boosting, no strings attached hook up. But when her positively panty-melting neighbor (aka Major Hottie) shows up on her massage table, their off-the-charts chemistry overrides her no-military-men policy until they're caught. Now they have to fake an engagement to avoid the fallout, but can a girl who runs from attachments pretend to be in love with a straight-arrow soldier without falling hard?",Romance
Nuances e Odes,Lourenço Cái Lágrima,"CONCEITO DE CAPA Hardcover, Abstract 6×9 in, 15×23 cm . ISBN 9781715564001 Blurb . SINÓPSE NUANCES E ODES é o retrato de um mundo cantado: o amor expresso em verso. Nesta obra embarcamos numa longa mas serena viagem em busca da mulher causadora de incontável anamnese deixada no mais íntimo do íntimo do eu poético. Intentando, o eu, alcançar ao menos um só rasto dessa beldade para acalentar tanta saudade. . TÍTULO Nuances e Odes . AUTOR Lourenço Cái Lágrima . PREFÁCIO Baptista Soloka . PUBLICADORA Penacidade Words and Worlds . GÊNERO Romance . FORMA Poesia . TIPO Ficção . LÍNGUA Português . LÍNGUA-MÃE Português . PÁGINAS 122 . PÁGINAS COM IMAGEM 0",Romance
The Cassowary; What Chanced In The Cleft Mountains,Stanley Waterloo,"This book has been considered important throughout the human history, and so that this work is never forgotten we have made efforts in its preservation by republishing this book in a modern format for present and future generations. This whole book has been reformatted, retyped and designed. These books are not made of scanned copies of their original work and hence the text is clear and readable.",Romance
Desert Flame,Nicole R. Taylor,"Vampires, convicts, and revenge plots. Who knew small town living could be so complicated?The Australian Outback is a vast landscape rich with natural resources, but it's an ancient land imbued with magic — some forgotten, and some just simmering underneath the surface.Solace, the small opal mining town in outback New South Wales, has both.But when big time mining company EarthBore sets up camp north of town, the Exiles are worried. There's no telling what kind of impact it will have on the seal they're protecting...and if it fractures, it could unleash a devastating power onto the world, leaving it in ruin.The moment resident opal buyer and vampire Hardy looks into their new neighbours, he runs into an old acquaintance who makes one thing clear — their arrival is no coincidence. Solace has something they want, but the problem is, Solace ain't selling.Hardy's painful convict past collides with the Exile's future in spectacular fashion, and as the threat grows, they will have to make their most difficult choice yet.Stay protectors...or go to war.Desert Flame is the third book in Australian Supernatural, an urban fantasy series set in the ancient, magical red heart of the Australian Outback. Vampires, time travellers, and government conspiracies threaten to unleash an ancient horror in this thrilling new story...",Romance
The Bride of Lammermoor,Sir Walter Scott,"Edgar’s family and their home, Ravenswood, is well-respected and revered by the people of Scotland, until their political endorsement invites controversy. When Edgar’s father is stripped of his noble title due for supporting King James VII, Lucy’s father, Sir William, buys their family estate. Meant to be the rightful master of Ravenswood, Edgar is livid, and feels that his family legacy has been usurped. Soon dreaming of getting vengeance, Edgar is set to the destroy Sir Williams, until he meets his daughter. Named Lucy, Sir William’s daughter is beautiful and kind, and she and Edgar become almost instantly attracted to each other. After renouncing his original plans of revenge, Edgar and Lucy are happy together, though not everyone is pleased with their relationship. Lady Ashton, Sir William’s wife has a plan of her own. Hoping to force Lucy into a marriage that would be politically advantageous for the family. Determined to achieve her goal, Lady Ashton manipulates and deceives to break the couple apart, and bend Lucy to her will. The young couple try to overcome Lady Ashton’s trickery, leading to misunderstandings, serious accusations, and dangerous duels. Featuring compelling characters, miscommunications, duels, and murder attempts, The Bride of Lammermoor by Sir Walter Scott is clever and dramatic, capturing the attention of its readers. First published just over two hundred years ago, the Bride of Lammermoor provides an interesting representation of the social and political affairs of historic South-East Scotland. Paired with the rich prose and captivating narrative, this immersive setting crafts an unforgettable reading experience for modern audiences. This edition of The Bride of Lammermoor by Sir Walter Scott now features an eye-catching new cover design and is printed in a font that is both modern and readable. With these accommodations, this edition of The Bride of Lammermoor crafts an accessible and pleasant reading experience for modern audiences while restoring the original mastery and drama of Sir Walter Scott’s literature.",Romance
The Scent Of A Man - Half Breed (Book 5),Veralyn Keach,"""Well that was fast."" Said Damian.Paul responded, ""It didn't take much tracking. An easy find for me and my pack. There are five male vampires and they're down by coconut creek. Approximately six miles north from your place. They have set up a little camping area. What do you want to do? Set up a surprise attack?"" Damian responded, ""We definitely have the element of surprise for an attack. ""Let's go take them out."" Said Paul.""The kill seems too easy."" Said A leery Damian.Alyssa took in a quick breath of fear. She walked over to Damian and placed her hand upon his face and said, ""It's deceitful. They're the size of an army. There were only four there at the time of Paul's observation but that's not all of them.""Just then the phone rang. It was Elijah. ""Damian, don't go. It's a trap!",Romance
Ashes in the Snow,Alyce Holmes,"The accident changed everything. Camille Reynolds woke up in a log cabin with a strange man who said he was her husband, but she was scared to death every time he looked in her direction and couldn't understand why. At the moment, she couldn't remember anything including her name or what type of life she'd shared with this man.As her memory slowly returns, her worry only deepens when aspects about her life and family emerge to reveal a picture she's too afraid to face. Camille will discover she's entangled in a mystery and finds herself at the center of hidden agendas with no idea who she can trust.Was Victor really her husband or was he the man she was running away from the night she crashed her car into that snowy embankment?....",Romance
Cassandra Heeded,N.W. Moors,"Some romance, a quest, and some trickery by the gods.Cassandra of Troy is brought to earth by the Greek gods for a second chance at life. She still has her hated prophecies but once she completes her quest for Zeus, he's promised to remove her oracular abilities.Jack Burnett likes the petite woman who's come to live with his boss and work at the coffee shop in his small town. He has no idea of the changes Cassie will bring into his life. And neither of them have any idea of the secret in Jack's own background.Can they complete their quest or will love ruin their friendship? How much mischief will the Greek gods inflict on them? Will Cassie ever learn to bowl?",Romance
A Brit on the Side,Brenda St John Brown,"How do you tell your best friend you had the best sex of your life with her brother in short term parking? Short answer - you don't.I probably should have declined my bestie's invitation to spend the summer in England working at her family's castle-turned-hotel. But, dammit, it was either that or teach summer school math. Two doors down from my ex.Obvious choice, right?Except now I'm living within kissing distance of Jasper for the entire summer, and he's just as sweet and sexy as I remember. Unfortunately, I also remember he gave me the best orgasm of my life in short-term parking. And on the desk chair. Then the kitchen counter. Judging by the way he kisses me, he remembers too.Clearly, the best solution is:a)Avoid him at all costs;b) Sneak into Jasper's room and bring a little Atlanta heat to the UK; ORc) Fall for him. Hard.I'm not going to choose C. Almost definitely.",Romance
Foxy Lady,Marie Harte,"Trust Julia Easton to screw up Sheriff Ty Roderick’s March Madness plans. The pixie-faced vixen might be the picture of feminine perfection, but she tests his innate sense of order to its limits. Weeks ago, he let his conscience turn down a proposition his body still burns to accept—then she vanished. Now he’s in the middle of Nowhere, Washington, racing to rescue her from danger.There’s risk in leaving Cougar Falls, but it’s the only way Julia can hope to save her sister from making the same mistake she almost made with Ty. Settling down and having kits is one thing, but it can’t be done with a human, especially one from a hunting family. Unfortunately, her sister isn’t budging, and the fiancé’s brother won’t take no for an answer either.When Ty comes riding to their rescue, Julia plans to use him and lose him. No way is she throwing herself at that alpha jerk’s feet in gratitude. Then Ty gives her the answer her heart still longs for: he wants to spend the rest of his life making things right. Now if only she can find the courage to say yes.",Romance
Angels on The Mountain,Thomas F. Todd,"•	Angels suddenly appeared out of the cannon smoke.•	Will the Union soldier be executed for desertion? •	The saga of a couple immigrating from Liverpool to Virginia and how ever-widening events affected their lives.•	Love brought North and South together.•	Undelivered mail changed the lives of Kate, Maggie, Tripp, and others. •	Was an Indian curse the cause of the Barnsley family tragedies?",Romance
Mensonges sublimes: dark romance au cur d'une societe secrete,Alta Hensley,"Société secrète, péchés secrets, au cœur de la dark fantasy.Bienvenue au Manoir des Oléandres...Je suis le fils de mon père, né avec un héritage que je n'ai jamais désiré. Et c'est maintenant à mon tour d'accomplir les épreuves d'Initiation, de prouver que je suis digne de la Société.Je dois choisir la beauté qui sera à mes côtés pendant trois mois. Je n'ai jamais aimé respecter les règles. Je ne supporte même pas l'idée d'être ici. Mais on m'a forcé la main, alors je suis venu dans le manoir de tous les vices, et je vais jouer le jeu.C'est mon sombre héritage, mais ces filles ? Elles ont toutes choisi d'être ici. Ce ne sont pas des vierges innocentes, loin de là. Je sens la haine de l'une de ces beautés en robe scintillante me transpercer.Elle me hait, moi et tout ce que je représente... c'est pourquoi elle sera mon choix, ma reine du bal.Il me suffit de la regarder pour m'enflammer. Elle sera l'huile sur mon feu et nous brûlerons ensemble. Si je dois aller en enfer, autant que ce soit avec le plus sublime des mensonges à mon bras.* Il s'agit d'un roman de la série Beautés brisées, qui peut se lire indépendamment des autres, car il se termine bien et sans épisode « à suivre... »",Romance
Meth Pirates,Keith Leyva,"This work is a collection of notes made by hand in the doldrums of unemployment, divorce, and travel-trailer living off the grid in the high and waterless meadows of Potrero, California. Written in the beginnings of the late summer of  2003 and through the ends of 2005, this is the meandering of a drunk and stolen mind, slowly being reclaimed by the rightful owner.I always imagined that the rugged, boulder-strewn, and chaparral-thick mountains of Potrero were not unlike the sea; the blowing of the wind, the cresting of the mountains, and man, eternal, upon his great quest.Meth has taken on its own character, and it's apparent when you finally see it up close. It is not just the familiar trappings: the missing teeth, the sores picked and picked and picked open, the 500 cigarettes and 4 liters of orange or yellow soda and the weird collections of electronic bits or anything metal or plastic and quite a few parts of kids' toys, and possibly any of these things combined with aluminum foil. There might be a Jacob's Ladder, purple arcs of electricity rising sequentially between copper rods in the garage. Or a steel bookshelf with mismatched casters welded to the axle of a semi-trailer, or a guy followed by his dog walking across the junkyard, hunched over, with a shiny aluminum blower from a big-rig diesel. And they smoke a lot of weed.The Big Joke is that they still call it a ""Lab"". There are no scientists, carefully jotting notes in white lab coats beneath high-hanging fluorescent lights. No organized sets of Pyrex test-tubes, beakers or glass titration tubes clamped above Bunsen burners. Instead, there are just bits and chunks of smashed dishes and flasks on a broken portion of the Earth, while the real action is taking place in windowless back sheds and travel-trailers with a propane tanks boiling stuff that doesn't take much to boil.Pirates, on the other hand are all fun, all the time. Adventures and dress-up with some cute buccaneering.  All very romantic, all very Disney; until someone loses an eye or an arm or a leg, or something more valuable.",Romance
Broken Wings,Andi Rhodes,"Lila...My father is one of the founding members of the Broken Rebel Brotherhood and my sister is with the current president. Needless to say, I'm overprotected. I've learned how to lie and keep secrets in order to have my fun but at nineteen, I had no clue what kind of trouble the real world would present.  When a monster rears its ugly head, I seek protection from the last person that should be giving it: my best friend's brother. Little do I know, they have secrets of their own. Secrets that put my life in jeopardy far worse than I ever did. But I can't seem to walk away from what I think Cooper can provide me and what I have no right asking him for: safety.    Cooper... Living in Indiana wasn't what I'd pictured for my life. Caring for my younger sisters when we had no one else to turn to definitely wasn't on my agenda. But opening my own tattoo shop and building a life that didn't revolve around drugs, guns, and chaos has always been my dream and now it's my saving grace.  But when my sister's best friend comes into the picture, my newly established peace is thrown off balance. My world shifts and I'm tossed head first into threats and violence that I never saw coming. I want to turn her away but I can't. Every time she's near, my heart skips a beat. I know that, no matter how many times I tell myself it's a terrible idea, I will protect her life with my own. Even if it means going up against evil I thought I left behind.",Romance
Cupid's Captive Series: A Captive Paranormal Romance,Eva Pohler,"Like Beauty and the Beast with steam, this new adult novel by USA Today bestselling author Eva Pohler will leave you wanting more!When Psyche convinces Cupid to protect college softball pitcher Ellie Beaufort from the other gods, who want to kill her because of a prophecy, he agrees to hide her in his castle. But when his brothers, Phobos and Deimos, discover his secret, he has no choice but to shoot them with his arrows of love.Trapped in a magical castle for six weeks with two gorgeous gods who want nothing more than to love and protect her, Ellie finds herself falling for them both. Phobos and Deimos may be identical ginger twins, but their personalities are vastly different, surprising her in delightful ways. If they succeed in finding a way to be together, against all odds, which will she choose?Or do the gods have other plans for her?This story is for readers aged 17 and older.Praise for Eros:""#1 Must read! Eva has taken a thrilling turn in the start of her new adult series. Eros is full of romance and heartbreak, many twists have been added to give us a new viewpoint from the Greek gods we knew from her previous series.""--Victoria Kahrs ★★★★★""This was an incredibly sweet story. It is well written and the characters were beautifully developed.""--Darcy Smith ★★★★★""I can't wait to get my hands on book two!""--Kanyon Monk ★★★★★""Amazing!""--Maurice Townsend ★★★★★Praise for Phobos:""Oh my goddess you've done it again with this amazing and heart warming story!""--Rachel Schmidt ★★★★★""An awesome continuation to this story!""--Brie Strauss ★★★★★""Can I give 1,000,000 million stars? Yes it's that good!!!!Intricately detailed, with so much heart gah! This storyline keeps sucking me in. I am fully invested now- more than ever!""--Southernmermaid85 ★★★★★""Oh my Phobos! We do learn Ellie's purpose by the end of this book, along with some astonishing news...Eva Pohler has another win under her belt. Just imagine an extra 5 stars added on.""--CHadley ★★★★★""Amazing. I couldn't put it down. The story line is great and it keeps you entertained and engaged.""--Tonya Edmonds ★★★★★Praise for Deimos:""An edge of your seat ending!""--Brie Strauss ★★★★★""Her works are always so amazing! I'm glad to have yet another one I couldn't set down. A great read from the first page to the last!""-- ★★★★★""Eva has done it again and with how she brings to life the gods and goddess of Olympus!""-- ★★★★★""I devoured this book in one night!!!""--TLK, Goodreads Reviewer ★★★★★""The end was superbly done and I enjoyed how it ended. It does end in a HEA and that makes it wonderful. The entire series is a must read!!!!!""--Darcy Smith ★★★★★Grab your copy to continue this thrilling romance today!",Romance
Keeping Him: Victoria Part 3 - A Contemporary Royal Romance,E.V. Darcy,"She'd thought marrying for money meant she knew all the risks...She was the one at risk of being hurt here, and she had to do everything in her power to ensure that it never came to pass.Victoria knew she hadn't married for love, but with such a handsome, caring husband, the perfect house, and the rift within her family slowly starting to heal, it's hard not to get caught up in the dream. So when it all comes crashing down, Victoria has to wake up to reality.But it was him risking everything for her...They were on their own and he had only one job to do. He had to get Victoria out of this mess safely.Cormac should never have relaxed, should never have thought that his life was finally taking a turn for the better. He should have known his bubble would burst sooner rather than later. After all, life hadn't been so kind to him in the past, why had he thought this time would be different? He can't keep Victoria from learning the truth, he can't stop her from being hurt because of his past choices, but he can save her, even if the cost is his life...Read the third and final installment of Victoria and Cormac's story and learn the lesson that sometimes you have to marry for the heart...Keeping Him, is the third and final installment of Victoria and Cormac's story in The Royals of Avalone universe. It has no sexual scenes, but plenty of sexual tension! Note, this is not a standalone book, but the concluding part of a trilogy.",Romance
Occidente Medio,Nour Lorenzo,"¿Cuáles son los límites del amor?Apenas recién llegada a Jordania, con el primer cruce de miradas, Lola sintió una atracción irresistible hacia Yazid. Su olor se quedó grabado. Desde aquella noche, no se lo pudo quitar de la cabeza.Empezó dejándose llevar, pero no sabía que sus acciones traerían consecuencias a largo plazo. Tanto para él como para ella. También para Daniel.De cuando el amor irrumpe en el momento menos pensado.De cómo las perspectivas transforman la interpretación de la realidad.Pero, sobre todo, de cómo un gesto puede alterar el rumbo de las cosas para siempre.",Romance
For the Love of Hawaii,Melissa Schroeder,"USA Today Bestselling Author Melissa Schroeder invites you to escape to the tropical paradise of Hawaii in four different stories of romance! Hot, Alpha men and smart, sassy women find romance with the picturesque backdrop of Hawaii. A LITTLE HARMLESS OBSESSIONHarmless, Book 3What begins as a quest for submission becomes an unrelenting need for love.POSSESSIONA Little Harmless Military Romance, Book 2Loving a military man isn't always easy and sometimes living with him is impossible.HOSTILE DESIRESTask Force Hawaii, Book 2As a cold case heats up, two former adversaries discover there is a thin line between love and hate.MARCOThe Santinis, Book 2This SEAL has to do everything in his power to prove to the woman he loves they were meant for each other.",Romance
The Last Selkie: Part Three of the Magi Series,Nicole Demery,"A novice witch. A prickly sorcerer.An undeniable connection and a choice that will change everything.Four months ago, my life was turned upside down when the handsome, mysterious sorcerer, Jonathan Lynch, appeared one chilly winter morning along two other shocks: The death of my grandmother, the most powerful seer in a generation;And my inheritance of her position on the Council of the Magi, along with the mysterious Secret she protected.Now as one chapter of my life closes, it's time to make a choice that could change my life forever.Should I pursue a plain life of scholarship and books?Or take on the mantle of my family legacy and the destiny that goes with it?It's time to face my magic and who I really am. Whatever comes with it.Author's note: The Last Selkie is the third serial in the Magi Series. Readers will enjoy this series if they begin with Book I, The Mind Witch. Mind the cliff, but not to worry. Part four is on its way!",Romance
Fender Head,Robert McEvilla,"Escaping from a Michigan prison camp in 1945, German soldier and POW, Lothar Laumer, is on the run. With few resources, murder and robbery become necessities for survival, and after finding romance, he cleverly implements a plan to join the same army he had escaped from and becomes a career non-commissioned officer. His false sense of security is upended when a blast from the past threatens to undo him.",Romance
The People's Princess of China,Anne Cestors,"In May of 2018, romantic comedy sent a beautiful rookie journalist from China's largest daily newspaper, to cover Prince Harry's royal wedding to Meghan Markle. Because of a commotion with the printing presses at the China Daily News, the Assistant Editor has misheard the word Royal and accidentally sends her beautiful journalist to Boyle in County Roscommon, Ireland, in the company of three seasoned photographers, none of whom speak a word of English. By an appalling coincidence, Irish heart-throb, Harry O'Toole, is about to become duped into a shotgun marriage, to an unattractive local girl who has accused him of making her pregnant. Through a series of dramatic events, the shotgun wedding comes unstuck on the steps of the altar.  Rather than let the Chinese journalist and her photographers get fired for missing their print deadline, local priest, Father Fagan and his Parish Council believe it to be their civic and moral duty to save the day, by staging a mock wedding. However, the only wedding dress available at a local bridal store, is too narrow for anyone except the beautiful Chinese journalist to fit into. Within seconds of print deadline, the editor of the China Daily News receives the photographs and the copy, but only has time to correct the headlines of his front-page story, which accidentally informs the whole of China, that Prince Harry has just married a stunningly beautiful girl from China. How will everyone save their jobs, and how will the People's Princess of China cope with the impending reality of an arranged marriage to her cousin, someone she has never met? An important back-story to this book: When the beautiful Luo Hongling discovered on social media that her husband of six months had married her to cover up the fact that he was a gay man, who would ever have thought that the tragedy of her permanent solution to a temporary crisis would unlock 'The Mystery of Edwin Drood'? Romantic comedy rarely gets to un-tell the devastation caused by a global pandemic no one wants to talk about. But, by her reincarnation as the breath-taking People's Princess of China, English-Irish actress Ellen Ternan emerges from 'The Dead' to join Gretta Conroy in pining for Michael Furey, and her own lost love. Four weddings, no funerals and the profanity of an Irish Catholic priest conspire to fashion a range of Wilde-Confucian reasons to love life. As the Cinderella of creative writing, could it be that romantic comedy finally gets to rock the foundations of English literature?",Romance
Demon Unleashed,Tina Folsom,"Zoltan, the ruler of the Demons of Fear, makes a final attempt at destroying the Stealth Guardians once and for all. This time, he will stop at nothing, and—in disguise—seduces Enya, the Stealth Guardian female he's been lusting after for a long time. However, to his shock, he must realize that even a demon as powerful as Zoltan can be brought to his knees by a woman.But how can there be a future for a love between two mortal enemies?***Scanguards Fans***This book features familiar and beloved Scanguards characters, and you can be sure that it is as action-packed and as sizzling hot as any Scanguards book. Enjoy!""Get ready for a wild ride! The Stealth Guardians are the only thing standing between humanity and a demonic race determined to rule the world. For fast-paced, high-stakes paranormal romance, be sure to add Tina Folsom to your must-read list!"" –Lara Adrian, New York Times and #1 international bestselling authorStealth GuardiansLover Uncloaked (#1)Master Unchained (#2)Warrior Unraveled (#3)Guardian Undone (#4)Immortal Unveiled (#5)Protector Unmatched (#6)Demon Unleashed (#7)Code Name StargateAce on the Run (#1Fox in plain Sight (#2)Yankee in the Wind (#3) (Coming in 2021/2022)Time QuestReversal of Fate (#1) (July 2021)Harbinger of Destiny (#2) (Coming in 2021/2022)Scanguards VampiresBook 1: Samson's Lovely MortalBook 2: Amaury's HellionBook 3: Gabriel's MateBook 4: Yvette's HavenBook 5: Zane's RedemptionBook 6: Quinn's Undying RoseBook 7: Oliver's HungerBook 8: Thomas's ChoiceBook 8 1/2: Silent Bite (A Scanguards Wedding Novella)Book 9: Cain's IdentityBook 10: Luther's ReturnNovella: Mortal WishBook 11: Blake's PursuitNovella 11 1/2: Fateful ReunionBook 12: John's YearningThe Novella Mortal Wish can be read anytime.Venice VampyrVenice Vampyr (#1)Venice Vampyr (#2): Final AffairVenice Vampyr (#3): Sinful TreasureVenice Vampyr (#4): Sensual DangerVenice Vampyr (#5): Wicked Seduction (by Michele Hauf)The Hamptons Bachelor ClubTeasingEnticingBeguilingScorchingAlluringSizzlingOut of OlympusBook 1: A Touch of GreekBook 2: A Scent of GreekBook 3: A Taste of GreekBook 4: A Hush of GreekShort storiesSteal MeThe Wrong Suitor",Romance
Always Time to Die,Elizabeth Lowell,"The sensational New York Times bestselling author of The Color of Death is back with an exhilarating novel of danger, romance, and suspenseCarolina May—Carly to her friends—never knew her biological family. Ironic, considering she a successful family historian. Recently hired by the eccentric aunt of New Mexico’s multi-millionaire governor Quintrell, the future looks bright. Until things start going wrong … and Carly begins to learn the true meaning of fear.Daniel Duran made a career out fighting for other people’s beliefs—principles they’d given their lives for. But now he wants some meaning of his own. Yearning for a reason to live, he’s come back to Taos, the town where he grew up.Soon, the lawyer and the historian’s paths cross. While Carly’s investigation into the Quintrell family amuses Dan it also chills him, because he knows a dark truth Carly doesn’t: in New Mexico, tracing bloodlines is a deadly sport …",Romance
I misteri delle soffitte,Carolina Invernizio,"La notte di giovedì grasso un delitto insolito sconvolge una festa di carnevale. Vittima del brutale omicidio nell’appartamento di Torino è una giovane ragazza madre, ma il suo assassino, un uomo vestito da Pierrot, viene subito catturato. Tante però sono le domande che sorgono leggendo questo capolavoro del romanzo giallo italiano del Novecento. Qual è il movente del delitto? Chi è il vero colpevole? Gli indizi che serviranno a risolvere il mistero sono disseminati nell’articolata trama, dalle sfaccettature che strizzano l’occhio al romanzo poliziesco e al dramma. A ""I misteri delle soffitte"" seguiranno ""I misteri delle cantine"" nel 1902 e la trilogia ""Torino misteriosa"", tra il 1903 e il 1904.    Carolina Invernizio (1851—1916) è stata una scrittrice italiana, tra le più popolari di fine Ottocento. Molto apprezzata dal pubblico, le sue storie sono caratterizzate da tematiche di mistero e horror, con dinamiche a volte molto simili ai romanzi polizieschi. I suoi romanzi sono stati tradotti anche all’estero, soprattutto in America Latina.",Romance
Ramona,Helen Hunt Jackson,"Ramona (1884) is a novel by Helen Hunt Jackson. Inspired by her activism for the rights of Native Americans, Ramona is a story of racial discrimination, survival, and history set in California in the aftermath of the Mexican American War. Immensely popular upon publication, Ramona earned favorable comparisons to Harriet Beecher Stowe’s Uncle Tom’s Cabin and remains an influential sentimental novel to this day. Orphaned after the death of her foster mother, Ramona, a Scottish-Native American girl, is taken in by her reluctant foster aunt Señora Gonzaga Moreno. Early on, she experiences discrimination due to her mixed heritage and troubled upbringing, but Gonzaga Moreno begrudgingly provides for her as though she were her own daughter, in accordance with her sister’s wishes. When a group of Native American migrant workers arrives from Temecula to perform the annual sheep shearing, Ramona falls in love with Alessandro, a pious Catholic. Despite his honesty and capacity for hard work, Alessandro is viewed with contempt by the Señora. Faced with no alternative, the lovers elope and make their way toward the San Bernardino Mountains, facing racism and violence from American settlers along the way. Bound by love, rejected by the dominant cultures of the newly Americanized California, Alessandro and Ramona must do what they can to survive. With a beautifully designed cover and professionally typeset manuscript, this edition of Helen Hunt Jackson’s Ramona is a classic of American literature reimagined for modern readers.",Romance
Treasure Trove: Paranormal/Romance/Fiction,Hope Donalee,"Bella didn't expect life to change the day she fell victim to a loose piece of paneling. It's like a veil has been lifted and she can now see ghosts? Not just any ghost, the prominent sea captain that built the historical manor that is now Bella's home and office. With the help of Max and Emily, Bella's two best friends, the manor is on its way to being a profitable bookstore and café. Although selling anything with a ghost on the premises, may prove to be a challenge? Throw in a chance encounter for Bella that stirs up feelings of love and longing for a family of her own while dredging up her past, things may get interesting. How does a girl seem interested and less scatterbrained to a devilishly handsome guy she's just met when a ghost keeps trying to interfere? Bella, Max and Emily battle everyday life challenges of business, family, love and friendship. Throw in a few mishaps and a little ghostly mayhem, together they discover that with a little help from friends and family, unusual things are bound to happen, but anything is possible.",Romance
Northern Lights Shifters: Books 1 - 2,Vivian Arend,"The first two STAND ALONE paranormal romance novels in the bestselling series Northern Lights Shifters from Vivian Arend.Box Set Includes:Wolf SignsRobyn's deafness doesn't stop her from taking the backcountry trip she's been craving. Meeting Keil, a ripped hunk-of-male at the Yukon cabin starts cravings of a different kind. And raises questions about wolves, mates, and duels to the death.Wolf FlightTad's workaholism keeps his bush-pilot company in the air, and his inner werewolf in check. Letting it loose would mean compromising his human principles. Then Missy re-enters his life, and their chemistry is off the charts, pushing him closer to the step he's not sure it's safe to take.",Romance
two paths One Destiny,Carson Mackenzie,"Four years of wasted time in a gang was nothing compared to what laid ahead for me—the rest of my life and what I chose to make of it. It would have been easier for me to head toward failure than to work my way out. But everything worthwhile comes at a cost. Growing up a step above poverty was an excuse I used for circumstances I hadn't wanted to claim as my own. At least until I was smacked in the face with them. Decisions and my actions would both play roles in my success and failure.I believe life is defined by different events that lead us to our destiny. But what happens when events occur to two different people and cross at some point?I am Luca Lucio Moretti, and I will give you the answer...My life. Her life. Our life.",Romance
Brisee: une Sombre Romance de Milliardaire,Stasia Black,"Je ne reculerai devant rien pour la récupérer.Je l'avais fait mienne et elle était mon tout.Ce mois passé à ses côtés m'a semblé parfait, le plus délectable de ma chienne de vie.Mais j'ai fini par tout perdre, et j'ignore encore pourquoi.Même si je me doute que cela doit avoir quelque chose à voir avec ce c*nnard de Bryce Gentry.Je suis au moins sûr d'une chose : je ne renoncerai pas à Callie sans me battre.Et il est temps que Gentry paye pour tous ses sombres péchés.",Romance
Covenant with the Vampire,Jeanne Kalogridis,"A sensual, terrifying, incredibly accomplished first novel, this fascinating prequel to the classic and most popular horror novel of all time, Dracula, focuses on Dracula's great-nephew, who inherits the job of managing his great-uncle's estate...and his appetite. Written in diary form as Dracula is, this compulsively readable book has revelations that will shock and delight readers of the original. More erotic than Anne Rice, Kalogridis is a major new voice in vampire fiction. The first chilling tale in an exciting new trilogy is a rich and terrifying historical novel set fifty years before the opening of Bram Stoker's Dracula. At the castle of Prince Vlad Tsepesh, also known as Dracula, Vald's great-nephew Arkady is honored to care for his beloved though strange great-uncle...until he beings to realize what is expected of him in his new role. It seems that either he provides his great-uncle with unsuspecting victims to satisfy his needs, or Vlad will kill those Arkady loves. He is trapped into becoming party to murder and sadistic torture. And it is in his blood. When Arkady learns that his newborn son is being groomed one day to follow in his footsteps, he knows that he must fight Dracula, even if it means death.",Horror
Wrong Side of Dead,Kelly Meding,"Monster hunter Evangeline Stone woke up on the wrong side of dead this morning—and now there’s hell to pay.  Barely recovered from her extended torture at the hands of mad scientist Walter Thackery, Evy can use a break. What she gets instead is a war, as the battered Triads that keep Dreg City safe find themselves under attack by half-Blood vampires who have somehow retained their reason, making them twice as lethal. Worse, the Halfies are joined by a breed of were-creature long believed extinct—back and more dangerous than ever. Meanwhile, Evy’s attempts at reconciliation with the man she loves take a hit after Wyatt is viciously assaulted—an attack traced to Thackery, who has not given up his quest to exterminate all vampires . . . even if he has to destroy Dreg City to do it. With Wyatt’s time running out, another threat emerges from the shadows and a staggering betrayal shatters the fragile alliance between the Triads, vampires, and shapeshifters, turning Evy’s world upside down forever.",Horror
Dark of Night - Flesh and Fire,Jonathan Maberry,"Dark of Night: The dead rose. We fell. The survivors are trapped in a world of monsters who prey on the helpless. Some of them are zombies...but they are not the only predators who feed on pain and suffering. DARK OF NIGHT is a story of worlds in collision. Three heroes who have survived the apocalypse are in a deadly race to save a busload of children from ravenous zombies and ruthless human scavengers.This brand new novella brings together three of New York Times bestseller Jonathan Maberry's award-winning novel series. Captain Joe Ledger (PATIENT ZERO and CODE ZERO), Officer Desdemona Fox (DEAD OF NIGHT and FALL OF NIGHT), and Rachael Elle (BITS & PIECES, a Rot & Ruin novel) are caught between an endless wave of the living dead and an army of corrupt men who want to enslave the last human survivors.Jonathan Maberry teams with debut novelist Rachael Lavin to tell a sweeping story of adventure, horror, and heroism.Flesh and Fire: In the midst of a midlife crisis, Todd is haunted by Chloe, the lover who died not long after their relationship ended. When Chloe escapes Hell in search of the peaceful rest that has eluded her, a demon named Samael is on her trail and she needs Todd's help. While on the run Todd and Chloe face demons real and personal, soul-threatening danger, and their long-buried feelings for each other.",Horror
